ticker,year,month,feature,rows,finite,missing_rate,zero_rate_finite,distinct_finite,minimum,maximum
QQQ,2022,202208,qsize_put_local_qimb,29,29,0.0,0.034482758620689655,28,-0.7476923076923077,0.7127659574468085
QQQ,2022,202208,qsize_put_local_log_bid_depth,29,29,0.0,0.0,29,6.88653164253051,8.734077192559303
QQQ,2022,202208,qsize_put_local_log_ask_depth,29,29,0.0,0.0,29,6.937314081223682,8.683385366280309
QQQ,2022,202208,qsize_put_relative_qimb,29,29,0.0,0.0,29,-0.768693923201193,0.6140255948981377
QQQ,2022,202208,qsize_put_local_signable_fraction,29,29,0.0,0.0,1,1.0,1.0
QQQ,2022,202208,qsize_put_local_qimb_change_1m,29,29,0.0,0.0,29,-0.7213765182186235,1.4505335128975447
QQQ,2022,202208,qsize_put_local_log_bid_depth_change_1m,29,29,0.0,0.0,29,-0.9980495585946452,0.9036079040258462
QQQ,2022,202208,qsize_put_local_log_ask_depth_change_1m,29,29,0.0,0.0,29,-1.300508367215759,1.7760504707170703
QQQ,2022,202208,qsize_put_relative_qimb_change_1m,29,29,0.0,0.0,29,-1.102017180915356,1.0182336078042198
QQQ,2022,202208,qsize_put_local_signable_fraction_change_1m,29,29,0.0,1.0,1,0.0,0.0
QQQ,2022,202208,qsize_put_local_qimb_change_5m,29,29,0.0,0.0,29,-1.2373118460074983,1.2552348136189488
QQQ,2022,202208,qsize_put_local_log_bid_depth_change_5m,29,29,0.0,0.0,29,-1.0853862601979234,1.5144351524285673
QQQ,2022,202208,qsize_put_local_log_ask_depth_change_5m,29,29,0.0,0.0,29,-1.6765021430146465,2.0548592982745006
QQQ,2022,202208,qsize_put_relative_qimb_change_5m,29,29,0.0,0.0,29,-1.1341300415735387,1.1376030982328469
QQQ,2022,202208,qsize_put_local_signable_fraction_change_5m,29,29,0.0,1.0,1,0.0,0.0
QQQ,2022,202208,qsize_put_local_qimb_change_15m,29,29,0.0,0.034482758620689655,29,-1.1138822514270543,1.068698160836639
QQQ,2022,202208,qsize_put_local_log_bid_depth_change_15m,29,29,0.0,0.0,29,-0.9493029993649529,1.1769962166277343
QQQ,2022,202208,qsize_put_local_log_ask_depth_change_15m,29,29,0.0,0.0,29,-1.41365335369954,1.998373718591055
QQQ,2022,202208,qsize_put_relative_qimb_change_15m,29,29,0.0,0.0,29,-0.8865594627481787,1.0258433052641946
QQQ,2022,202208,qsize_put_local_signable_fraction_change_15m,29,29,0.0,1.0,1,0.0,0.0
