ticker,trade_date,month,path,bytes,calendar_half_day,eligible_fixed_180m_clock
SPXW,20250220,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250220_20250220_greeks.parquet,4396624,False,True
SPXW,20250221,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250221_20250221_greeks.parquet,8172541,False,True
SPXW,20250224,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250224_20250224_greeks.parquet,4821253,False,True
SPXW,20250225,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250225_20250225_greeks.parquet,4956522,False,True
SPXW,20250226,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250226_20250226_greeks.parquet,5021726,False,True
SPXW,20250227,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250227_20250227_greeks.parquet,5052574,False,True
SPXW,20250228,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250228_20250228_greeks.parquet,8127535,False,True
SPXW,20250303,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250303_20250303_greeks.parquet,5256502,False,True
SPXW,20250304,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250304_20250304_greeks.parquet,5328469,False,True
SPXW,20250305,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250305_20250305_greeks.parquet,5624341,False,True
SPXW,20250306,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250306_20250306_greeks.parquet,5522689,False,True
SPXW,20250307,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250307_20250307_greeks.parquet,6864357,False,True
SPXW,20250310,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250310_20250310_greeks.parquet,5246974,False,True
SPXW,20250311,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250311_20250311_greeks.parquet,5926636,False,True
SPXW,20250312,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250312_20250312_greeks.parquet,6014411,False,True
SPXW,20250313,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250313_20250313_greeks.parquet,5762558,False,True
SPXW,20250314,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250314_20250314_greeks.parquet,6916524,False,True
SPXW,20250317,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250317_20250317_greeks.parquet,5681823,False,True
SPXW,20250318,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250318_20250318_greeks.parquet,5871568,False,True
SPXW,20250319,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250319_20250319_greeks.parquet,6100079,False,True
SPXW,20250320,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250320_20250320_greeks.parquet,5782057,False,True
SPXW,20250321,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250321_20250321_greeks.parquet,9176992,False,True
SPXW,20250324,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250324_20250324_greeks.parquet,5201702,False,True
SPXW,20250325,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250325_20250325_greeks.parquet,4990978,False,True
SPXW,20250326,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250326_20250326_greeks.parquet,5062771,False,True
SPXW,20250327,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250327_20250327_greeks.parquet,5028182,False,True
SPXW,20250328,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250328_20250328_greeks.parquet,6635394,False,True
SPXW,20250331,202503,D:\ThetaData\data_options\SPXW\greeks\2025\03\SPXW_20250331_20250331_greeks.parquet,9637054,False,True
SPXW,20250401,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250401_20250401_greeks.parquet,5156109,False,True
SPXW,20250402,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250402_20250402_greeks.parquet,5001457,False,True
SPXW,20250403,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250403_20250403_greeks.parquet,5233226,False,True
SPXW,20250404,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250404_20250404_greeks.parquet,7368411,False,True
SPXW,20250407,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250407_20250407_greeks.parquet,7367461,False,True
SPXW,20250408,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250408_20250408_greeks.parquet,7249071,False,True
SPXW,20250409,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250409_20250409_greeks.parquet,7762767,False,True
SPXW,20250410,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250410_20250410_greeks.parquet,7695117,False,True
SPXW,20250411,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250411_20250411_greeks.parquet,8874003,False,True
SPXW,20250414,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250414_20250414_greeks.parquet,6754162,False,True
SPXW,20250415,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250415_20250415_greeks.parquet,6435509,False,True
SPXW,20250416,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250416_20250416_greeks.parquet,6077176,False,True
SPXW,20250417,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250417_20250417_greeks.parquet,9963818,False,True
SPXW,20250421,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250421_20250421_greeks.parquet,5948219,False,True
SPXW,20250422,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250422_20250422_greeks.parquet,5944248,False,True
SPXW,20250423,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250423_20250423_greeks.parquet,6022020,False,True
SPXW,20250424,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250424_20250424_greeks.parquet,5319973,False,True
SPXW,20250425,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250425_20250425_greeks.parquet,6148172,False,True
SPXW,20250428,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250428_20250428_greeks.parquet,5211361,False,True
SPXW,20250429,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250429_20250429_greeks.parquet,4950562,False,True
SPXW,20250430,202504,D:\ThetaData\data_options\SPXW\greeks\2025\04\SPXW_20250430_20250430_greeks.parquet,9515042,False,True
SPXW,20250501,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250501_20250501_greeks.parquet,4517372,False,True
SPXW,20250502,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250502_20250502_greeks.parquet,6028125,False,True
SPXW,20250505,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250505_20250505_greeks.parquet,4639215,False,True
SPXW,20250506,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250506_20250506_greeks.parquet,5003146,False,True
SPXW,20250507,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250507_20250507_greeks.parquet,5249269,False,True
SPXW,20250508,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250508_20250508_greeks.parquet,5138796,False,True
SPXW,20250509,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250509_20250509_greeks.parquet,5888897,False,True
SPXW,20250512,202505,D:\ThetaData\data_options\SPXW\greeks\2025\05\SPXW_20250512_20250512_greeks.parquet,4893981,False,True
