ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_variant,source_priority,config_selector_mode,selected_variants,selected_max_day,selected_cooldown,selected_daily_order,source_stream,source_file,candidate_id
SPY,20260413,202604,10:00,600,zero_dte,PUT,0.2800093964345431,-0.3977376256637089,0.2800093964345431,0.462585041369139,-0.539007083004498,-0.539007083004498,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,110
SPY,20260413,202604,10:05,605,zero_dte,PUT,0.1819008675270635,-0.4974097748484363,0.1819008675270635,0.7798507170572031,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,112
SPXW,20260413,202604,10:30,630,zero_dte,PUT,0.4687513141460148,-0.482941712853755,0.4687513141460148,0.3021627992403366,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,73
SPY,20260413,202604,10:30,630,zero_dte,PUT,0.3379332901799602,-0.4497211547973862,0.3379332901799602,0.3382353405226468,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,107
SPY,20260413,202604,10:35,635,zero_dte,PUT,0.2841172651240993,-0.4718531765714688,0.2841172651240993,0.3534483343327388,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,109
QQQ,20260413,202604,10:40,640,zero_dte,PUT,0.3175577611411644,0.1417517037420778,0.3175577611411644,0.4280821805958634,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,133
SPY,20260413,202604,11:00,660,zero_dte,PUT,0.2854082063873143,-0.2374750456163321,0.2854082063873143,-0.6,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,108
SPY,20260413,202604,11:05,665,zero_dte,PUT,0.2766112133297657,-0.5719769135192643,0.2766112133297657,0.3362069709689403,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,111
SPXW,20260414,202604,10:05,605,zero_dte,PUT,0.1099968347463571,-0.217969058258464,0.1099968347463571,0.8963415598599869,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,74
SPY,20260414,202604,10:05,605,zero_dte,CALL,0.090234011265846,0.090234011265846,-0.5280939797828258,0.7338709832478263,-0.6,0.7338709832478263,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,115
SPXW,20260414,202604,10:10,610,zero_dte,PUT,0.1433862151195571,-0.2989594772981078,0.1433862151195571,0.3091397529696442,-0.6,-0.6,thr0.000_maxday3,202604,d50,2,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,75
SPY,20260414,202604,10:35,635,zero_dte,PUT,0.0397096353168183,-0.4523611101659539,0.0397096353168183,0.6514085417488154,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,117
SPY,20260414,202604,10:55,655,zero_dte,PUT,-0.128959349912992,-0.493046504033697,-0.128959349912992,0.2999999888241293,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,118
SPY,20260414,202604,11:05,665,zero_dte,PUT,0.0654768981163635,-0.4111724392901069,0.0654768981163635,1.1184211241791684,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,116
QQQ,20260414,202604,11:20,680,zero_dte,PUT,0.3461801836488635,-0.3777360846013837,0.3461801836488635,1.154040496478991,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,135
SPY,20260414,202604,11:25,685,zero_dte,CALL,-0.1486419315580409,-0.1486419315580409,-0.2661149212737871,0.9100000858306884,-0.6,0.9100000858306884,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,119
QQQ,20260414,202604,11:50,710,zero_dte,PUT,0.3688911477182303,-0.2271234540532284,0.3688911477182303,0.4166666903193041,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,134
SPY,20260414,202604,11:55,715,zero_dte,PUT,0.3274430646458383,-0.5244095349974452,0.3274430646458383,-0.6,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,113
SPY,20260414,202604,12:45,765,zero_dte,PUT,0.2544550054828072,-0.2679069406345419,0.2544550054828072,0.137362567904262,-0.1603375980190401,-0.1603375980190401,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,114
SPXW,20260415,202604,10:00,600,zero_dte,PUT,0.1003241847324361,-0.2126110312556621,0.1003241847324361,0.8676469433266432,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,76
SPXW,20260415,202604,10:05,605,zero_dte,CALL,0.1122389526447091,0.1122389526447091,-0.264651504243839,0.5753967701322533,-0.6,0.5753967701322533,thr0.000_maxday3,202604,d50,2,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,77
SPXW,20260416,202604,10:00,600,zero_dte,PUT,0.3115786863600004,-0.3225259668761313,0.3115786863600004,0.4095745760156581,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,78
SPY,20260416,202604,10:00,600,zero_dte,PUT,0.1403000309106064,-0.4489312685263699,0.1403000309106064,0.3181818212605705,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,122
SPY,20260416,202604,10:25,625,zero_dte,PUT,0.2625237929761184,-0.1151411422041639,0.2625237929761184,0.5021613468519643,-0.6,-0.6,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,121
SPXW,20260416,202604,10:30,630,zero_dte,PUT,0.3407168062574385,-0.0198492416272496,0.3407168062574385,0.3867347554433638,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,79
SPY,20260416,202604,10:30,630,zero_dte,PUT,0.4232939703078845,-0.3326896234285494,0.4232939703078845,0.399122823528526,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,120
QQQ,20260416,202604,10:45,645,zero_dte,PUT,0.3907636256603876,-0.0254460409954196,0.3907636256603876,0.5028089526445778,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,136
SPY,20260416,202604,11:00,660,zero_dte,PUT,0.0040916462980781,-0.3522199820280574,0.0040916462980781,0.9249999795109036,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,123
QQQ,20260416,202604,11:15,675,zero_dte,PUT,0.340624480321426,-0.2878371856066473,0.340624480321426,0.3214286598955789,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,137
QQQ,20260417,202604,10:00,600,zero_dte,PUT,0.3616926074896063,-0.1139610183730128,0.3616926074896063,0.4977876390937688,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,139
SPXW,20260417,202604,10:00,600,zero_dte,PUT,0.072136451748092,-0.257420450247632,0.072136451748092,0.6096492519595917,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,80
SPY,20260417,202604,10:00,600,zero_dte,PUT,0.2622414614897687,-0.496897984320961,0.2622414614897687,0.4999999441206464,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,124
SPY,20260417,202604,10:10,610,zero_dte,PUT,0.2621341823919228,-0.2946559457465325,0.2621341823919228,0.4529178007359482,-0.6,-0.6,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,125
SPY,20260417,202604,10:10,610,zero_dte,CALL,0.1525818023995045,0.1525818023995045,-0.2461774186291466,0.4117646813908253,-0.6,0.4117646813908253,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,127
QQQ,20260417,202604,10:30,630,zero_dte,PUT,0.4250279847782861,-0.0951133742546285,0.4250279847782861,0.8157895686223577,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,138
SPXW,20260417,202604,10:30,630,zero_dte,PUT,0.1520934908798192,-0.3288569908308705,0.1520934908798192,1.583333371177554,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,81
SPY,20260417,202604,10:30,630,zero_dte,PUT,0.1133318696382904,-0.3815854228757001,0.1133318696382904,1.2499999038634768,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,128
SPY,20260417,202604,10:40,640,zero_dte,CALL,-0.0446168116166203,-0.0446168116166203,-0.5708502468875728,0.3906249621650195,-0.6,0.3906249621650195,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,130
SPY,20260417,202604,11:00,660,zero_dte,PUT,-0.082518919070529,-0.3140329699535016,-0.082518919070529,0.3529412086962824,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,131
SPY,20260417,202604,11:15,675,zero_dte,CALL,0.0203155331537686,0.0203155331537686,-0.5754493707905237,-0.6,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,129
SPY,20260417,202604,11:50,710,zero_dte,PUT,0.2560054900245623,-0.2642436235418384,0.2560054900245623,-0.4306358361587542,0.6244393688728831,0.6244393688728831,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,126
QQQ,20260420,202604,10:00,600,zero_dte,PUT,0.4350340482826969,-0.4168991284531416,0.4350340482826969,-0.6,0.4279661924460303,0.4279661924460303,thr0.000_maxday2,202604,d65,3,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,140
SPXW,20260420,202604,10:00,600,zero_dte,PUT,0.5022438098515483,0.0219250578053972,0.5022438098515483,-0.6,0.2618398063328842,0.2618398063328842,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,82
SPY,20260420,202604,10:00,600,zero_dte,PUT,0.0512130073035515,-0.2386157890106586,0.0512130073035515,-0.6,0.2772726464862682,0.2772726464862682,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,134
SPXW,20260420,202604,10:30,630,zero_dte,PUT,0.4421545690420573,-0.3922608819641601,0.4421545690420573,-0.6,1.8409090909090908,1.8409090909090908,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,83
SPY,20260420,202604,10:30,630,zero_dte,PUT,0.2619020797108922,0.0032325107336029,0.2619020797108922,-0.6,1.2500001552204325,1.2500001552204325,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,133
QQQ,20260420,202604,11:00,660,zero_dte,CALL,0.3525484793814926,0.3525484793814926,0.194994023470881,0.5326086477656453,0.5805086286819381,0.5326086477656453,thr0.117_maxday3,202604,d25,0,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,141
SPY,20260420,202604,11:00,660,zero_dte,PUT,0.2713663038416195,-0.1372796519685257,0.2713663038416195,0.3184210823513467,0.2833333686546053,0.2833333686546053,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,132
QQQ,20260421,202604,10:00,600,zero_dte,PUT,0.4044075636767256,-0.2408545946237302,0.4044075636767256,-0.6,0.2705479250725544,0.2705479250725544,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,142
SPXW,20260421,202604,10:00,600,zero_dte,PUT,0.2912830814618233,0.0737009375381341,0.2912830814618233,-0.6,0.2945544348781157,0.2945544348781157,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,84
SPY,20260421,202604,10:00,600,zero_dte,CALL,-0.0075302395322652,-0.0075302395322652,-0.2342300318572933,-0.6,0.3040540018074706,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,137
SPXW,20260421,202604,10:05,605,zero_dte,PUT,0.1270135147782525,-0.395615820155818,0.1270135147782525,-0.6,0.3124999767169361,0.3124999767169361,thr0.000_maxday3,202604,d50,2,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,85
SPY,20260421,202604,10:30,630,zero_dte,PUT,0.1219879674921179,-0.1082089009343593,0.1219879674921179,-0.6,2.204545273925326,2.204545273925326,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,136
SPY,20260421,202604,10:30,630,zero_dte,CALL,-0.0724141255647916,-0.0724141255647916,-0.2737420946151529,-0.6,2.5722223870548246,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,138
SPY,20260421,202604,11:00,660,zero_dte,PUT,0.2629123937471943,-0.0610320827874178,0.2629123937471943,-0.6,-0.6,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,135
QQQ,20260421,202604,11:05,665,zero_dte,PUT,0.3823034933172891,0.3307678801780246,0.3823034933172891,0.7983870502565211,-0.6,-0.6,thr0.117_maxday3,202604,d25,0,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,143
SPXW,20260422,202604,10:00,600,zero_dte,PUT,0.2586696244076805,-0.0986334671959922,0.2586696244076805,-0.6,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,86
SPY,20260422,202604,10:00,600,zero_dte,PUT,0.2290085872526817,-0.1146245957839365,0.2290085872526817,-0.6,-0.3292682722946632,-0.3292682722946632,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,141
QQQ,20260422,202604,10:15,615,zero_dte,PUT,0.3996563768217607,-0.3509526351109095,0.3996563768217607,0.2704081434053664,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,145
SPXW,20260422,202604,10:30,630,zero_dte,PUT,0.462779992671637,-0.4597739232512751,0.462779992671637,-0.6,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,87
SPY,20260422,202604,10:30,630,zero_dte,PUT,0.3626544883510885,-0.3449229045562492,0.3626544883510885,-0.6,-0.5348837217361364,-0.5348837217361364,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,140
SPY,20260422,202604,11:00,660,zero_dte,PUT,0.4061666971796651,-0.5092400485948884,0.4061666971796651,-0.6,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,139
QQQ,20260422,202604,11:05,665,zero_dte,PUT,0.4847690957369456,-0.2034304791118124,0.4847690957369456,0.4142856881326553,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,144
QQQ,20260423,202604,10:00,600,zero_dte,CALL,0.4259414030754462,0.4259414030754462,0.2048990110340514,0.2971698813440151,-0.6,0.2971698813440151,thr0.117_maxday3,202604,d25,0,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,147
SPXW,20260423,202604,10:00,600,zero_dte,PUT,0.3200245069413087,-0.2783541247783749,0.3200245069413087,0.2999999523162842,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,88
SPY,20260423,202604,10:00,600,zero_dte,CALL,-0.0607760117665132,-0.0607760117665132,-0.1211057932426838,0.3069620071705139,-0.6,0.3069620071705139,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,145
SPXW,20260423,202604,10:30,630,zero_dte,PUT,0.2725604111721094,-0.0882060582455755,0.2725604111721094,0.7295917592809296,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,89
SPY,20260423,202604,10:30,630,zero_dte,PUT,0.1574312486924969,-0.107645850915376,0.1574312486924969,0.612069093089612,-0.6,-0.6,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,143
QQQ,20260423,202604,10:45,645,zero_dte,PUT,0.4582493207576127,-0.3898003505397462,0.4582493207576127,0.4861962772913397,-0.6,-0.6,thr0.300_maxday2,202604,d50,2,SELECTED,"d25,d50,d65,d80",2,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,146
SPY,20260423,202604,11:00,660,zero_dte,CALL,0.2275250226200598,0.2275250226200598,0.0668257140768581,-0.6,0.3277777718908992,-0.6,thr-0.200_maxday3,202604,d25,0,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,142
SPY,20260423,202604,11:00,660,zero_dte,PUT,0.111305139660661,-0.0768742730439965,0.111305139660661,-0.6,0.307142931344559,0.307142931344559,thr-0.100_maxday3,202604,d35,1,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,144
SPXW,20260424,202604,10:00,600,zero_dte,PUT,0.3248543568033136,-0.4560214344899265,0.3248543568033136,0.3863635575475788,-0.6,-0.6,thr-999.000_maxday3,202604,d25,0,SELECTED,"d25,d50,d65",2,0,time_asc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,90
SPY,20260424,202604,10:00,600,zero_dte,PUT,0.3588656631032634,-0.2508325035103376,0.3588656631032634,0.5882353284917219,-0.6,-0.6,thr0.245_maxday2,202604,d80,4,SELECTED,"d25,d35,d80",999,0,score_desc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,148
