ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month,selected_variants,selected_max_day,selected_cooldown,selected_order,selected_threshold_override,policy_profile,policy_ticker,entry_minute,source_stream,source_file,_source_order,deploy_config,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPY,zero_dte,10:15,615,202606,20260612,0.5053191280246265,0.3136363399915456,-0.3129032896644234,0.3808163389235245,PUT,0.3808163389235245,0.3136363399915456,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,686,,0,9,10,18,False,primary
SPY,zero_dte,10:15,615,202606,20260615,0.4489247642620295,-0.6,-0.089426494270058,0.3073974528020959,PUT,0.3073974528020959,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,687,,0,9,11,18,False,primary
SPY,zero_dte,10:00,600,202606,20260616,-0.6,0.9722221670327388,-0.2341213611849917,0.5876426496597551,PUT,0.5876426496597551,0.9722221670327388,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,688,,0,10,12,18,False,primary
SPY,zero_dte,10:20,620,202606,20260617,-0.4933333396911621,1.105072471905696,-0.1569001186790538,0.3413916587526446,PUT,0.3413916587526446,1.105072471905696,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,620,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,689,,0,11,13,18,False,primary
SPY,zero_dte,10:00,600,202606,20260618,-0.6,-0.6,-0.493065330752427,0.3598759241811444,PUT,0.3598759241811444,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,690,,0,12,14,18,False,primary
SPY,zero_dte,10:00,600,202606,20260622,-0.6,2.539999961853028,-0.2251083117352071,0.452761140962774,PUT,0.452761140962774,2.539999961853028,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,691,,0,14,15,18,False,primary
SPY,zero_dte,10:10,610,202606,20260623,-0.6,0.4193547720343469,-0.1487589193604157,0.5670006429911755,PUT,0.5670006429911755,0.4193547720343469,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,692,,0,14,16,18,False,primary
SPY,zero_dte,10:00,600,202606,20260624,0.2839806667989157,-0.6,-0.0489755393259195,0.3318114048961014,PUT,0.3318114048961014,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,693,,0,15,17,18,False,primary
SPY,zero_dte,12:15,735,202606,20260626,0.2742719379241334,0.4166667423551078,-0.0326825455454041,0.3040336200725291,PUT,0.3040336200725291,0.4166667423551078,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,735,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,694,,0,17,18,18,False,primary
SPY,zero_dte,10:15,615,202606,20260629,1.1148648343876912,-0.6,-0.2622277005593901,0.3294432602714392,PUT,0.3294432602714392,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,695,,0,18,19,18,False,primary
SPY,zero_dte,10:05,605,202606,20260630,0.4932431692272498,-0.6,-0.3739297506322654,0.3996760245855545,PUT,0.3996760245855545,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,696,,0,18,20,18,False,primary
