cell_id,family,fold,ticker,horizon,valid_pair,auc_delta,average_precision_delta,log_loss_delta,brier_delta,balanced_accuracy_delta,spearman_delta,ece_delta,bootstrap_requested,bootstrap_valid,bootstrap_auc_delta_p025,bootstrap_auc_delta_median,bootstrap_auc_delta_p975,bootstrap_favorable_share
lgbm_sensitivity_2025_SPXW_60m,lgbm_sensitivity,2025,SPXW,60,True,-0.007830669139509583,-0.012563945012296518,-0.0010290745184832195,-0.0007614678727423385,-0.002686272778121279,-0.013117704962643056,0.008149818647287019,1000,1000,-0.049224228738560936,-0.00783753531422604,0.036063326009064985,0.347
lgbm_sensitivity_2025_SPXW_120m,lgbm_sensitivity,2025,SPXW,120,True,0.0005237721115157745,0.009126964303800333,-0.010139142309290361,-0.00454375744735161,-0.0017915386996166793,0.0008868171242627371,-0.0299512942345648,1000,1000,-0.04521529434356222,0.001081500071850705,0.052671016165360025,0.519
lgbm_sensitivity_2025_SPXW_180m,lgbm_sensitivity,2025,SPXW,180,True,-0.001957742316784805,-0.008844875997945978,-0.016226665487475422,-0.007651602417662662,0.0008865248226949118,-0.0033152426848034877,-0.036996386623077526,1000,1000,-0.06542840410334656,-0.0006474895581004003,0.05847621641450916,0.492
lgbm_sensitivity_2025_QQQ_30m,lgbm_sensitivity,2025,QQQ,30,True,-0.02560744943983717,-0.04365324838350504,0.013371039158812548,0.004643301202994138,0.008948057616761207,-0.042450219161483116,-0.006304855323725378,1000,1000,-0.05942225642077899,-0.025759004080390835,0.008720750064710596,0.074
lgbm_sensitivity_2025_QQQ_60m,lgbm_sensitivity,2025,QQQ,60,True,0.008874694032488084,-0.006161571707694213,-0.007913325258209314,-0.003269940297899593,0.018600206814403664,0.01522820318964263,0.016238292861797413,1000,1000,-0.03200504243024733,0.008521058298700424,0.054380457045784945,0.66
lgbm_sensitivity_2025_QQQ_120m,lgbm_sensitivity,2025,QQQ,120,True,-0.05576014536644447,-0.043356151975960044,0.03238262461953312,0.01419612947700652,-0.047425802543912765,-0.09585066782964538,0.04471999240111438,1000,1000,-0.097331970964107,-0.055089695726483534,-0.00985020134803627,0.009
lgbm_sensitivity_2025_QQQ_180m,lgbm_sensitivity,2025,QQQ,180,True,-0.0519106119987941,-0.05268111710088441,0.02991754309856942,0.013076073220954332,-0.057073409707567024,-0.08966821839713923,0.03543863709425269,1000,1000,-0.10671138315293194,-0.05172665718120267,0.005085944396647859,0.037
lgbm_sensitivity_2025_SPY_30m,lgbm_sensitivity,2025,SPY,30,True,-0.04579399141630891,-0.070454300000177,0.035808627871024235,0.015193222659664052,-0.03109442060085832,-0.07271656208371885,0.010718024050725056,1000,1000,-0.07384760253866975,-0.045856950533168905,-0.014895376233456601,0.001
lgbm_sensitivity_2025_SPY_60m,lgbm_sensitivity,2025,SPY,60,True,-0.013904073108513382,-0.04619355485448662,0.010676164612572814,0.004981160154572339,-0.024472289967202077,-0.023089079041624716,0.01012402268194526,1000,1000,-0.0473419251895106,-0.014892736852195443,0.017324976732189513,0.183
lgbm_sensitivity_2025_SPY_120m,lgbm_sensitivity,2025,SPY,120,True,-0.0268034995307721,-0.001097401788639485,0.011544981116173636,0.005945055781560071,-0.03183785911058634,-0.046130499271110625,0.028033339443939174,1000,1000,-0.06184209184329657,-0.027447018735002493,0.00907364089242845,0.061
lgbm_sensitivity_2025_SPY_180m,lgbm_sensitivity,2025,SPY,180,True,0.014359861591695444,0.01718937594375758,-0.002952014507541456,-0.001551274258119295,0.013280823165179312,0.02464086583516026,0.011570163083376231,1000,1000,-0.030462494623157546,0.014382300152247895,0.05701482029778937,0.731
