ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_stream,source_file,candidate_id
SPY,20260512,202605,10:30,630,zero_dte,PUT,0.3913549327533445,0.3553061476860198,0.3913549327533445,-0.3,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,6
SPY,20260513,202605,10:45,645,zero_dte,PUT,0.4009637611625289,0.2488519733305031,0.4009637611625289,0.5,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,7
QQQ,20260513,202605,10:50,650,zero_dte,PUT,0.4616206595995224,0.1626500158928098,0.4616206595995224,0.5,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,7
SPXW,20260513,202605,10:55,655,zero_dte,PUT,0.3937752545234294,0.2663582036481834,0.3937752545234294,0.5,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,8
SPXW,20260514,202605,10:30,630,zero_dte,CALL,0.457352801309222,0.457352801309222,0.1930651881334507,0.5,-0.3,0.5,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,9
SPY,20260514,202605,10:30,630,zero_dte,CALL,0.426793769627217,0.426793769627217,0.2148861790333031,0.5,-0.3,0.5,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,8
QQQ,20260514,202605,13:15,795,zero_dte,CALL,0.4562782444178078,0.4562782444178078,0.2237518544308619,-0.3,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,8
SPXW,20260515,202605,10:30,630,zero_dte,PUT,0.505991440572339,0.1470289258658172,0.505991440572339,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,10
SPY,20260515,202605,10:30,630,zero_dte,PUT,0.5513170742041265,0.1385442174240444,0.5513170742041265,-0.3,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,9
QQQ,20260515,202605,10:35,635,zero_dte,PUT,0.5535101872651024,0.1836199048036694,0.5535101872651024,-0.3,0.5,0.5,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,9
SPY,20260518,202605,10:35,635,zero_dte,PUT,0.40711120792752,0.2904816075274234,0.40711120792752,0.5,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,10
QQQ,20260518,202605,10:40,640,zero_dte,CALL,0.5222717128741617,0.5222717128741617,0.2904661891322027,-0.3,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,10
SPXW,20260518,202605,10:40,640,zero_dte,CALL,0.439445109819992,0.439445109819992,0.3480815279975844,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,11
SPXW,20260519,202605,10:30,630,zero_dte,PUT,0.5190523467504347,0.1993162044655322,0.5190523467504347,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,12
SPY,20260519,202605,10:30,630,zero_dte,PUT,0.5107543942961119,0.1643919822567575,0.5107543942961119,-0.3,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,11
QQQ,20260519,202605,10:35,635,zero_dte,PUT,0.4459659850265738,0.1664449456600653,0.4459659850265738,0.5,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,11
QQQ,20260520,202605,10:30,630,zero_dte,PUT,0.4990977461354954,0.1549069678639321,0.4990977461354954,0.5,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,12
SPXW,20260520,202605,10:30,630,zero_dte,PUT,0.4166570035917264,0.1832379461605598,0.4166570035917264,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,13
SPY,20260520,202605,10:30,630,zero_dte,PUT,0.4598491152248559,0.1433676650976839,0.4598491152248559,0.5,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,12
SPXW,20260521,202605,10:35,635,zero_dte,PUT,0.4945193361796748,0.2249000679682199,0.4945193361796748,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,14
SPY,20260521,202605,10:35,635,zero_dte,PUT,0.5274160998071223,0.1647494145463215,0.5274160998071223,-0.3,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,13
QQQ,20260521,202605,10:50,650,zero_dte,PUT,0.573367195294589,0.1999473609723082,0.573367195294589,-0.3,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,13
SPXW,20260522,202605,10:30,630,zero_dte,PUT,0.4423859024643473,0.1845015944335643,0.4423859024643473,0.5,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,15
SPY,20260522,202605,10:30,630,zero_dte,PUT,0.4461714460235383,0.1813558488586497,0.4461714460235383,0.5,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,14
QQQ,20260522,202605,11:15,675,zero_dte,PUT,0.4358706633188596,0.2380025975380202,0.4358706633188596,-0.3,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,14
SPXW,20260526,202605,11:15,675,zero_dte,PUT,0.3988194054348011,0.2952023446951867,0.3988194054348011,-0.3,0.5,0.5,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,16
SPY,20260526,202605,11:25,685,zero_dte,PUT,0.4606100943942998,0.2900948803827807,0.4606100943942998,-0.3,0.5,0.5,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,15
SPXW,20260527,202605,10:35,635,zero_dte,CALL,0.4161335987543637,0.4161335987543637,0.3476022866643003,-0.3,-0.3,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,17
SPY,20260527,202605,10:40,640,zero_dte,CALL,0.426641105767978,0.426641105767978,0.2664262483307403,-0.3,0.5,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,16
QQQ,20260527,202605,11:35,695,zero_dte,PUT,0.4543623255861769,0.2907291851537445,0.4543623255861769,0.5,0.5,0.5,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,15
SPXW,20260528,202605,10:30,630,zero_dte,PUT,0.4709374100862815,0.1662409682033621,0.4709374100862815,-0.3,0.5,0.5,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,18
SPY,20260528,202605,10:40,640,zero_dte,PUT,0.3947152731296483,0.1454268976579218,0.3947152731296483,0.5,-0.3,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,17
QQQ,20260528,202605,10:45,645,zero_dte,PUT,0.5835929898536432,0.1269719984658223,0.5835929898536432,-0.3,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,16
SPXW,20260529,202605,10:30,630,zero_dte,CALL,0.4193750624232127,0.4193750624232127,0.2823274271454173,-0.3,0.5,-0.3,thr0.392_maxday1,202605,SPXW_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spxw_d25_wf2026_v1\event_option_gate_trades.csv,19
SPY,20260529,202605,10:35,635,zero_dte,CALL,0.4472666854441855,0.4472666854441855,0.2302389250769407,-0.3,0.5,-0.3,thr0.390_maxday1,202605,SPY_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_spy_d25_wf2026_v1\event_option_gate_trades.csv,18
QQQ,20260529,202605,10:45,645,zero_dte,PUT,0.4572092078862048,0.2777669992706773,0.4572092078862048,0.5,-0.3,-0.3,thr0.428_maxday1,202605,QQQ_D25,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_qqq_d25_wf2026_v1\event_option_gate_trades.csv,17
