name,file,2025_pass,2025_strictpass,2025_min_wr,2025_min_pf,2025_minm,2026janmay_pass,2026janmay_strictpass,2026janmay_min_wr,2026janmay_min_pf,2026janmay_minm,2026janjun_pass,2026janjun_strictpass,2026janjun_min_wr,2026janjun_min_pf,2026janjun_minm
event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4306266493254831,20,True,True,0.4817073170731707,1.4306266493254831,20
event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4306266493254831,20,True,True,0.4817073170731707,1.4306266493254831,20
event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4306266493254831,19,True,True,0.4817073170731707,1.4306266493254831,19
event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47093023255813954,1.3301410487458103,19,True,True,0.47093023255813954,1.3301410487458103,19
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47093023255813954,1.3301410487458103,19,False,False,0.478494623655914,1.3692619640902954,10
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47093023255813954,1.3301410487458103,19,True,True,0.47093023255813954,1.3301410487458103,19
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,False,0.47093023255813954,1.3301410487458103,18,False,False,0.47337278106508873,1.3692619640902954,10
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.47093023255813954,1.3301410487458103,18,True,False,0.47093023255813954,1.3301410487458103,18
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,False,0.47093023255813954,1.3301410487458103,18,False,False,0.478494623655914,1.3692619640902954,10
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.47093023255813954,1.3301410487458103,18,True,False,0.47093023255813954,1.3301410487458103,18
event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,True,0.46296296296296297,1.4632230374596624,19,False,False,0.46153846153846156,1.494956167581303,10
event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47651006711409394,1.5227340666977194,19,False,False,0.47337278106508873,1.494956167581303,10
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47093023255813954,1.3301410487458103,19,False,False,0.47337278106508873,1.3692619640902954,10
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.47093023255813954,1.3301410487458103,19,True,True,0.47093023255813954,1.3301410487458103,19
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4817073170731707,1.4948223761198152,20
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,False,False,0.4782608695652174,1.6133220818228686,10
event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4817073170731707,1.4948223761198152,20
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,False,False,0.478494623655914,1.4095446560505394,10
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4817073170731707,1.4948223761198152,20
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,False,False,0.4782608695652174,1.5131367035706709,10
event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4817073170731707,1.4948223761198152,20
event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4782608695652174,1.6133220818228686,19
event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4782608695652174,1.6133220818228686,19
event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4817073170731707,1.4948223761198152,20,True,True,0.4782608695652174,1.6133220818228686,19
event_option_h2_spxw_cap4_qqq_mtdrescue1_spy_candidate_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.4519774011299435,1.412274694601744,18,True,False,0.4519774011299435,1.412274694601744,18
event_option_h2_spxw_cap4_qqq_mtdrescue_spy_candidate_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.4519774011299435,1.412274694601744,18,True,False,0.4519774011299435,1.412274694601744,18
event_option_h2_spxw_cap4_qqq_spy_candidate_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.4519774011299435,1.387403536211552,18,True,False,0.4519774011299435,1.387403536211552,18
event_option_h2_spxw_static_qqq_spy_candidate_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.4519774011299435,1.387403536211552,18,True,False,0.4519774011299435,1.387403536211552,18
event_option_live_ready_current_sources_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,False,0.4519774011299435,1.412274694601744,18,True,False,0.4519774011299435,1.412274694601744,18
event_option_market_state_returnk1_backfill_wink2_m19_2026janjun_v1,monthly_volume_backfill_trades.csv,False,False,,,0,True,True,0.48523206751054854,1.3144927250209002,19,True,True,0.4982078853046595,1.384419725922749,19
event_option_spxw_spy_dailyjanmay_juneselector_qqq_partialonly_2026janjun_diag_risk5000,combined_trades.csv,False,False,,,0,True,True,0.5144927536231884,1.6232220732095586,22,True,True,0.5063291139240507,1.6601359633286574,19
event_option_static_union_live_equiv_balanced_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4519774011299435,1.387403536211552,21,True,True,0.4519774011299435,1.387403536211552,21
event_option_static_union_live_equiv_candidate_2026janmay_risk5000,combined_trades.csv,False,False,,,0,True,True,0.4519774011299435,1.3359879992994754,21,True,True,0.4519774011299435,1.3359879992994754,21
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,0.44308943089430897,1.1041558544940218,18,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,event_option_gate_trades.csv,False,False,0.42921348314606744,1.0926867788380625,17,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,False,False,0.4533333333333333,1.0271536150013851,16,False,False,,,0,False,False,,,0
event_option_gate_8ticker_medium_even,event_option_gate_trades.csv,False,False,0.4260869565217391,1.0226439409890393,9,False,False,0.32919254658385094,0.8109991375412361,4,False,False,0.3231707317073171,0.7911298619887831,3
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,False,False,0.3939393939393939,0.998904460750532,10,False,False,0.36363636363636365,0.6635293837468959,12,False,False,0.36363636363636365,0.6635293837468959,12
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,False,False,0.3939393939393939,0.998904460750532,10,False,False,0.36363636363636365,0.6635293837468959,12,False,False,0.38823529411764707,0.7281330559538184,12
event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,False,False,0.40860215053763443,0.9947961710599034,11,False,False,0.35135135135135137,0.8360570776421452,2,False,False,0.3559322033898305,0.8830494429597091,2
event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,False,False,0.3333333333333333,0.9683772907509931,3,False,False,0.31645569620253167,0.7637696287084534,5,False,False,0.32941176470588235,0.8191795482965762,5
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,event_option_gate_trades.csv,False,False,0.3805309734513274,0.9573045729377517,18,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,event_option_gate_trades.csv,False,False,0.3938294010889292,0.9465727240492002,17,False,False,,,0,False,False,,,0
event_option_market_state_returnk1_backfill_wink2_m19_2025test_v1,monthly_volume_backfill_trades.csv,False,False,0.421875,0.9389787932972478,20,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,event_option_gate_trades.csv,False,False,0.41818181818181815,0.9377857974167556,19,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,event_option_gate_trades.csv,False,False,0.4013605442176871,0.9225138862876775,13,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,0.4351535836177474,0.9158250422972063,19,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025h2_d80_return_maxday2_v1,event_option_gate_trades.csv,False,False,0.3951612903225806,0.8870193166921913,16,False,False,,,0,False,False,,,0
event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,False,False,0.373134328358209,0.8236248721674359,21,False,False,0.3712574850299401,0.7298172054999066,22,False,False,0.3712574850299401,0.7298172054999066,22
event_option_gate_full20_physics_pooled_2025h2_d35_return_maxday2_v1,event_option_gate_trades.csv,False,False,0.32231404958677684,0.8122838590212412,5,False,False,,,0,False,False,,,0
event_option_gate_full19_physics_pooled_2025h2_d65_win_maxday2_v1,event_option_gate_trades.csv,False,False,0.38571428571428573,0.7481589962539397,6,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025h2_d65_return_maxday2_v1,event_option_gate_trades.csv,False,False,0.3090909090909091,0.6820036737985287,12,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2025h2_d80_win_fullgrid_call05_v1,event_option_gate_trades.csv,False,False,0.35323383084577115,0.6182304842303927,6,False,False,,,0,False,False,,,0
event_option_candidate_intraday_circuit_s1_2026janjun_partial_risk5000,intraday_circuit_trades.csv,False,False,,,0,False,False,0.4430379746835443,1.2518382725195107,11,False,False,0.4260355029585799,1.1763826597177,11
event_option_candidate_intraday_circuit_s3_2026janjun_partial_risk5000,intraday_circuit_trades.csv,False,False,,,0,False,False,0.44936708860759494,1.2574920329827788,24,False,False,0.4444444444444444,1.2200262907545132,5
event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.4645161290322581,1.3301410487458103,13,False,False,0.4645161290322581,1.3301410487458103,13
event_option_gate_full19_physics_pooled_2026_janjun_d35_win_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.4,0.8973788833132492,1,False,False,0.40816326530612246,0.9446034281512117,1
event_option_gate_full19_physics_pooled_2026_janjun_d65_win_maxday2_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.5267857142857143,1.3028069718596385,3,False,False,0.5384615384615384,1.4432494982848922,3
event_option_gate_full19_physics_pooled_2026_janjun_d65_win_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.4788732394366197,1.0083362328804,3,False,False,0.4805194805194805,1.0774663303336358,3
event_option_gate_full19_physics_pooled_2026_janjun_d80_win_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.43617021276595747,0.8038228403354175,3,False,False,0.4519230769230769,0.905175951306466,3
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,,,0,False,False,,,0
event_option_gate_full20_physics_pooled_2026_janjun_d50_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.37593984962406013,0.7359493456690508,17,False,False,0.36065573770491804,0.6489019194632218,17
event_option_gate_full20_physics_pooled_2026_janjun_d65_return_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.40492957746478875,0.9622063413913331,19,False,False,0.40492957746478875,0.9622063413913331,19
event_option_gate_full20_physics_pooled_2026_janjun_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.4641509433962264,0.9269257832590965,19,False,False,0.475,0.9624120017654189,15
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.46864686468646866,0.7978047808768078,15,False,False,0.4763231197771588,0.8974506792338177,15
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.4603174603174603,1.153866139574716,19,False,False,0.475,1.2569229365561942,19
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_presel2025_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.4666666666666667,1.2408712477960482,4,False,False,0.4818181818181818,1.3507930221822806,4
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_zero_dte_minmonth18_v1,event_option_gate_trades.csv,False,False,,,0,False,False,0.45652173913043476,1.2222982479303142,6,False,False,0.45692883895131087,1.2222801115103357,6
event_option_gate_ptdj_oof_core_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,False,False,,,0,False,False,0.3285024154589372,0.7228090211319605,23,False,False,0.3970037453183521,1.005617390244907,22
event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,False,False,,,0,False,False,0.31645569620253167,0.7637696287084534,5,False,False,0.32941176470588235,0.8191795482965762,5
event_option_gate_tdvp_oof_all13_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,False,False,,,0,False,False,0.3515625,0.7320770648806303,12,False,False,0.38515901060070673,0.8857474574165922,12
event_option_gate_wide_2024train_spxw_spy_qqq_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.3712574850299401,0.7298172054999066,22,False,False,0.3712574850299401,0.7298172054999066,22
event_option_gate_wide_delta25_quantile_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.3116883116883117,0.6263483485072356,6,False,False,0.3116883116883117,0.6263483485072356,6
event_option_gate_wide_delta35_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.36681222707423583,0.8803299650045179,17,False,False,0.36681222707423583,0.8803299650045179,17
event_option_gate_wide_delta35_quantile_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.37751004016064255,0.9105420635845479,11,False,False,0.37751004016064255,0.9105420635845479,11
event_option_gate_wide_delta35_quantile_front_weekly_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.36363636363636365,0.6635293837468959,12,False,False,0.36363636363636365,0.6635293837468959,12
event_option_gate_wide_delta35_quantile_zero_dte_2026janmay,event_option_gate_trades.csv,False,False,,,0,False,False,0.3372093023255814,0.8579415910659544,5,False,False,0.3372093023255814,0.8579415910659544,5
event_option_h2_spxw_cap4_qqq_mtdrescue1_spy_candidate_2026janjun_rebuild_risk5000,combined_trades.csv,False,False,,,0,False,False,0.43023255813953487,1.2014224720012883,16,False,False,0.4263157894736842,1.1638901906542904,13
event_option_market_state_returnk1_backfill_activewink1_m19_2026janjun_v1,monthly_volume_backfill_trades.csv,False,False,,,0,False,False,0.4788135593220339,1.293328850609711,19,True,True,0.49280575539568344,1.3810974595923753,19
event_option_pre2026_policy_quality_pf11_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.4106583072100313,1.0510000926476506,16,False,False,0.4106583072100313,1.0510000926476506,16
event_option_pre2026_policy_scoreonly_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.38333333333333336,0.9926697320830952,2,False,False,0.38333333333333336,0.9926697320830952,2
event_option_pre2026_policy_wr45_pf12_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.4106583072100313,1.0510000926476506,19,False,False,0.4106583072100313,1.0510000926476506,19
event_option_qqq_balanced_wide_volume_backfill_m19_2026janmay_risk5000,monthly_volume_backfill_trades.csv,False,False,,,0,False,False,0.3870967741935484,0.9534376939486557,18,False,False,0.3870967741935484,0.9534376939486557,18
event_option_spxw_scorethr_online_backfill_current_t18_md7_2026janmay_risk5000,monthly_volume_backfill_trades.csv,False,False,,,0,False,False,0.43529411764705883,1.3393691461269697,15,False,False,0.43529411764705883,1.3393691461269697,15
event_option_teacher_distill_ptdj_clean_spyhist_ckpt_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.4253731343283582,1.052093029721853,11,False,False,0.4253731343283582,1.052093029721853,11
event_option_teacher_distill_ptdj_clean_spyhist_vol18_allowinvalid_ckpt_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.42196531791907516,0.9299744237543229,16,False,False,0.42196531791907516,0.9299744237543229,16
event_option_teacher_distill_ptdj_clean_spyhist_vol18_ckpt_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.4520547945205479,1.1668243583811109,16,False,False,0.4520547945205479,1.1668243583811109,16
event_option_teacher_distill_ptdj_lgbm_multiclass_ckpt_2026janmay_risk5000,combined_trades.csv,False,False,,,0,False,False,0.352,0.8625506884684212,11,False,False,0.352,0.8625506884684212,11
event_option_variant_selector_2025h2_history_2026janmay_risk5000,selected_variant_trades.csv,False,False,,,0,False,False,0.39076923076923076,1.0070968432896874,16,False,False,0.39076923076923076,1.0070968432896874,16
event_option_variant_selector_existing_2026janmay_risk5000,selected_variant_trades.csv,False,False,,,0,False,False,0.41638225255972694,1.1269975114994975,16,False,False,0.41638225255972694,1.1269975114994975,16
event_option_variant_selector_full20_2025hist_2026janjun_historyheavy_v1,selected_variant_trades.csv,False,False,,,0,False,False,0.4603174603174603,1.153866139574716,19,True,True,0.47333333333333333,1.307916630858142,19
event_option_variant_selector_full20_2025hist_2026janjun_loose_v1,selected_variant_trades.csv,False,False,,,0,False,False,0.40562248995983935,0.961647385961154,6,False,False,0.41496598639455784,1.0392911272167575,6
event_option_variant_selector_full20_2025hist_2026janjun_strict_v1,selected_variant_trades.csv,False,False,,,0,False,False,0.46853146853146854,1.1204128989965505,15,False,False,0.47058823529411764,1.1283924759875388,15
event_option_variant_selector_full20_2025hist_2026janjun_valonly_v1,selected_variant_trades.csv,False,False,,,0,False,False,0.4329268292682927,0.8597120545863408,16,False,False,0.43699731903485256,0.9559032895193866,16
