ticker,delta_target,max_minutes_to_close,feature,op,threshold,name,score,train_reason,core_reason,inner_val_reason,train_trades,train_wr,train_pf,train_pnl,train_min_month,train_long_rate,core_trades,core_wr,core_pf,core_pnl,core_min_month,core_long_rate,inner_val_trades,inner_val_wr,inner_val_pf,inner_val_pnl,inner_val_min_month,inner_val_long_rate
SPX,0.6,120.0,net_delta,<=,-17.280433537449255,SPX_d0.60_mtc_le_120_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,249,0.37751004016064255,1.089980563713342,40372.06623071716,0,0.7670682730923695,150,0.41333333333333333,1.2067500545509446,54197.47140565768,2,0.7533333333333333,99,0.32323232323232326,0.9258831897654953,-13825.405174940523,0,0.7878787878787878
SPX,0.5,120.0,net_delta,<=,17.251865252210205,SPX_d0.50_mtc_le_120_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 7<15,pass,min_month 7<15,318,0.32075471698113206,1.0889042778057496,59983.99772566417,7,0.720125786163522,203,0.3399014778325123,1.132719490986765,57347.010903279224,17,0.6995073891625616,115,0.28695652173913044,1.0108691832904864,2636.98682238495,7,0.7565217391304347
SPX,0.5,120.0,net_delta,<=,-17.280433537449255,SPX_d0.50_mtc_le_120_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,249,0.321285140562249,1.0876811932174837,45819.27294399317,0,0.7670682730923695,150,0.35333333333333333,1.1159572169299887,36344.39745534098,2,0.7533333333333333,99,0.2727272727272727,1.04530456086262,9474.875488652202,0,0.7878787878787878
SPX,0.5,90.0,net_delta,<=,17.251865252210205,SPX_d0.50_mtc_le_90_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 6<15,min_month 12<15,min_month 6<15,241,0.3112033195020747,1.0858797899578978,45137.71911145034,6,0.7053941908713693,154,0.3181818181818182,1.1114832972096065,38199.942281858486,12,0.6753246753246753,87,0.2988505747126437,1.0379237500822764,6937.776829591841,6,0.7586206896551724
SPX,0.4,120.0,net_delta,<=,-18.635166764526684,SPX_d0.40_mtc_le_120_net_delta_<=_m18p635,-1.1499999999999999e+18,min_month 0<15,min_month 0<15,min_month 0<15,163,0.26380368098159507,1.0842888361438436,33196.162891996515,0,0.852760736196319,90,0.3111111111111111,1.150847475754989,30932.370369769815,0,0.8333333333333334,73,0.2054794520547945,1.011991637686754,2263.792522226705,0,0.8767123287671232
SPX,0.4,60.0,net_delta,<=,18.81664223878251,SPX_d0.40_mtc_le_60_net_delta_<=_18p817,-1.1499999999999999e+18,min_month 12<15,min_month 13<15,min_month 12<15,253,0.233201581027668,1.0715713081548832,48459.95867565162,12,0.5612648221343873,176,0.25,1.1848950755948964,87259.49537332967,13,0.5340909090909091,77,0.19480519480519481,0.8108684599912549,-38799.53669767804,12,0.6233766233766234
SPX,0.7,60.0,net_delta,>=,-18.635166764526684,SPX_d0.70_mtc_le_60_net_delta_>=_m18p635,-1.1499999999999999e+18,min_month 14<15,pass,min_month 14<15,311,0.41479099678456594,1.0611230740398916,30545.302965678653,14,0.3247588424437299,235,0.44680851063829785,1.3008672622063544,108665.84232937742,20,0.34893617021276596,76,0.3157894736842105,0.43619313248240665,-78120.53936369877,14,0.25
SPX,0.5,90.0,net_delta,<=,-17.280433537449255,SPX_d0.50_mtc_le_90_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,188,0.30851063829787234,1.0592128655425086,24164.412143214722,0,0.7606382978723404,113,0.336283185840708,1.0912046671768585,22484.83876707153,2,0.7433628318584071,75,0.26666666666666666,1.0103958261047894,1679.573376143193,0,0.7866666666666666
SPX,0.7,120.0,net_delta,<=,-17.280433537449255,SPX_d0.70_mtc_le_120_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,249,0.40562248995983935,1.0554687951425827,21674.346768869407,0,0.7670682730923695,150,0.44666666666666666,1.210028202125163,47258.21809399406,2,0.7533333333333333,99,0.3434343434343434,0.845638105726025,-25583.871325124663,0,0.7878787878787878
SPX,0.7,90.0,net_delta,<=,-17.280433537449255,SPX_d0.70_mtc_le_90_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,188,0.40425531914893614,1.036393956482972,10939.769648045032,0,0.7606382978723404,113,0.4424778761061947,1.1821487124662673,31796.736238423215,2,0.7433628318584071,75,0.3466666666666667,0.83450572246463,-20856.966590378193,0,0.7866666666666666
SPX,0.5,60.0,net_delta,<=,19.093312191619404,SPX_d0.50_mtc_le_60_net_delta_<=_19p093,-1.1499999999999999e+18,min_month 13<15,pass,min_month 13<15,290,0.30689655172413793,1.0319958263618652,21437.358634918415,13,0.5137931034482759,211,0.3175355450236967,1.1254929468418589,61013.026724556694,15,0.47393364928909953,79,0.27848101265822783,0.7847018239494722,-39575.66808963824,13,0.620253164556962
SPX,0.7,120.0,net_delta,<=,-18.635166764526684,SPX_d0.70_mtc_le_120_net_delta_<=_m18p635,-1.1499999999999999e+18,min_month 0<15,min_month 0<15,min_month 0<15,163,0.3987730061349693,1.0200373512918155,5341.7579026333115,0,0.852760736196319,90,0.4777777777777778,1.2619283391224065,34870.26644829787,0,0.8333333333333334,73,0.3013698630136986,0.7787480151945206,-29528.508545664576,0,0.8767123287671232
SPX,0.6,60.0,net_delta,>=,-18.635166764526684,SPX_d0.60_mtc_le_60_net_delta_>=_m18p635,-1.1499999999999999e+18,min_month 14<15,pass,min_month 14<15,311,0.34726688102893893,1.0085847523712295,5316.346352577966,14,0.3247588424437299,235,0.3617021276595745,1.194650564025614,89241.8748692851,20,0.34893617021276596,76,0.3026315789473684,0.4780931255906157,-83925.5285167071,14,0.25
SPX,0.4,90.0,net_delta,<=,17.251865252210205,SPX_d0.40_mtc_le_90_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 6<15,min_month 12<15,min_month 6<15,241,0.22821576763485477,1.0076776079864909,4721.892704831299,6,0.7053941908713693,154,0.23376623376623376,0.9831812079405539,-6781.517503351002,12,0.6753246753246753,87,0.21839080459770116,1.0543098893722398,11503.410208182297,6,0.7586206896551724
SPX,0.4,60.0,net_delta,<=,19.093312191619404,SPX_d0.40_mtc_le_60_net_delta_<=_19p093,-1.1499999999999999e+18,min_month 13<15,pass,min_month 13<15,290,0.22758620689655173,0.9950907865168014,-3836.567809231732,13,0.5137931034482759,211,0.24170616113744076,1.0728362031937893,41503.33696009124,15,0.47393364928909953,79,0.189873417721519,0.7858154354366388,-45339.9047693229,13,0.620253164556962
