ticker,dir,file,hist_months,hist_n,topk_bad,modes,trades,wr,pf,pnlR,min_month,pos,call_rate,top5
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,138,0.5144927536231884,1.9090335410717743,16.15361015662151,23,5,0.42028985507246375,0.6205694381313682
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,138,0.5144927536231884,1.9090335410717743,16.15361015662151,23,5,0.42028985507246375,0.6205694381313682
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,139,0.49640287769784175,1.698152873596979,14.486945417738113,23,5,0.43884892086330934,0.7034228506311995
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,139,0.49640287769784175,1.698152873596979,14.486945417738113,23,5,0.43884892086330934,0.7034228506311995
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,139,0.49640287769784175,1.698152873596979,14.486945417738113,23,5,0.43884892086330934,0.7034228506311995
QQQ,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,139,0.49640287769784175,1.698152873596979,14.486945417738113,23,5,0.43884892086330934,0.7034228506311995
QQQ,event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,285,0.4842105263157895,1.4306266493254831,15.839841046867367,22,5,0.5789473684210527,0.7162612558993351
SPY,event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,236,0.5254237288135594,1.4565018110141752,13.546077188107414,19,5,0.6186440677966102,0.9964910902595608
SPXW,event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_nestedqqq_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,237,0.45147679324894513,1.2471596882681035,9.322630031647556,33,3,0.4345991561181435,1.6197146029328617
SPXW,event_option_current_best_causal_nestedqqq_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279695
SPY,event_option_current_best_causal_nestedqqq_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,157,0.4585987261146497,1.4292920384770318,15.347261149849821,19,4,0.6878980891719745,1.6473550403214379
QQQ,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,236,0.5254237288135594,1.4565018110141752,13.546077188107414,19,5,0.6186440677966102,0.9964910902595608
SPXW,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,163,0.48466257668711654,1.5168662912118136,10.51478325434931,19,5,0.3067484662576687,0.6961689213237651
QQQ,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,236,0.5254237288135594,1.4565018110141752,13.546077188107414,19,5,0.6186440677966102,0.9964910902595608
SPXW,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,163,0.48466257668711654,1.5168662912118136,10.51478325434931,19,5,0.3067484662576687,0.6961689213237651
QQQ,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,5,0.6211453744493393,0.9966665664278231
SPXW,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,149,0.47651006711409394,1.5892394723365237,18.759917007006305,19,4,0.6912751677852349,1.3476812291276248
QQQ,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,5,0.6211453744493393,0.9966665664278231
SPXW,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,149,0.47651006711409394,1.5892394723365237,18.759917007006305,19,4,0.6912751677852349,1.3476812291276248
QQQ,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,5,0.6211453744493393,0.9966665664278231
SPXW,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,163,0.48466257668711654,1.5168662912118136,10.51478325434931,19,5,0.3067484662576687,0.6961689213237651
QQQ,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,5,0.6211453744493393,0.9966665664278231
SPXW,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,163,0.48466257668711654,1.5168662912118136,10.51478325434931,19,5,0.3067484662576687,0.6961689213237651
QQQ,event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,5,0.6211453744493393,0.9966665664278231
SPXW,event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,155,0.4645161290322581,1.4766139036631236,9.266291856597725,13,5,0.2903225806451613,0.7899670579576618
QQQ,event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,,0,False,,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343659
SPXW,event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,,0,False,,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279695
SPY,event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,,0,False,,162,0.46296296296296297,1.4632230374596624,16.651145325355294,19,4,0.6728395061728395,1.518357297130552
QQQ,event_option_current_best_causal_qqqcircuit_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343659
SPXW,event_option_current_best_causal_qqqcircuit_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279695
SPY,event_option_current_best_causal_qqqcircuit_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,157,0.4585987261146497,1.4292920384770318,15.347261149849821,19,4,0.6878980891719745,1.6473550403214379
QQQ,event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343659
SPXW,event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279695
SPY,event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,149,0.47651006711409394,1.5892394723365237,18.759917007006305,19,4,0.6912751677852349,1.3476812291276248
QQQ,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343659
SPXW,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,149,0.47651006711409394,1.5892394723365237,18.759917007006305,19,4,0.6912751677852349,1.3476812291276248
QQQ,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343659
SPXW,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,344,0.47093023255813954,1.3301410487458103,14.919747166814261,53,5,0.5290697674418605,0.8475655988060004
SPY,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,,0,True,INSUFFICIENT_ROWS;NO_HISTORY;SELECTED;TOPK_REGRESSOR,149,0.47651006711409394,1.5892394723365237,18.759917007006305,19,4,0.6912751677852349,1.3476812291276248
QQQ,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,188,0.5159574468085106,1.6232220732095586,12.670497654626843,22,5,0.7180851063829787,0.705384966106468
SPY,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,178,0.5,1.5039946151215455,10.478693159178805,22,5,0.5337078651685393,0.5798188619572358
SPY,event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,178,0.5,1.5039946151215455,10.478693159178805,22,5,0.5337078651685393,0.5798188619572358
SPY,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,178,0.5,1.5039946151215455,10.478693159178805,22,5,0.5337078651685393,0.5798188619572358
SPY,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,178,0.5,1.5039946151215455,10.478693159178805,22,5,0.5337078651685393,0.5798188619572358
SPY,event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
QQQ,event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,212,0.5283018867924528,1.6593026525775687,15.500976178407374,24,5,0.6745283018867925,0.6386694544947787
SPXW,event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,178,0.5,1.5039946151215455,10.478693159178805,22,5,0.5337078651685393,0.5798188619572358
SPY,event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,,0,True,SELECTED;TOPK_REGRESSOR,164,0.4817073170731707,1.4948223761198152,10.214783254349308,20,5,0.3048780487804878,0.7166148447659686
