ticker,trade_date,path,size_bytes,sha256,rows_read,entry_time,exit_time
QQQ,20260127,D:\ThetaData\data_underlying_derived\QQQ\2026\01\QQQ_20260127.parquet,11704,533d10e8c3508e5ddba0cef5ecaec6de80bf3130932ad5aa886b8f13fb3a9b3e,2,10:36:00,13:36:00
QQQ,20260128,D:\ThetaData\data_underlying_derived\QQQ\2026\01\QQQ_20260128.parquet,12787,62d293c1fb594d91fb124e4a7f553f20537559d3bc922cf253ae726056a1cfa6,2,10:36:00,13:36:00
QQQ,20260129,D:\ThetaData\data_underlying_derived\QQQ\2026\01\QQQ_20260129.parquet,14166,d40be01a77aded1e2c1a0e21f7d38d9b0d68afc4be55f3f086199253dbf323d8,2,10:36:00,13:36:00
QQQ,20260130,D:\ThetaData\data_underlying_derived\QQQ\2026\01\QQQ_20260130.parquet,14374,e06a9d6b7c104e7091211cacec6225b4f2ce7a5ec938290d0881f2ab5629d5b7,2,10:36:00,13:36:00
QQQ,20260202,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260202.parquet,12968,f3fd9014240426a7c343ea77430c0ac47bb19702645047c91a90c471c72d0a37,2,10:36:00,13:36:00
QQQ,20260203,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260203.parquet,14683,e17b55d7e319dd468f31522bb41cefff9302d622175107129f328717999966ab,2,10:36:00,13:36:00
QQQ,20260204,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260204.parquet,14827,9c1474f1fafac57deae0dbc502e07f80a31b524d12e0fa66f2f858e4c67199d8,2,10:36:00,13:36:00
QQQ,20260205,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260205.parquet,14275,5fb2824c89520a5e2c5f7d7e52ceb3907dfaa172c3e412d21e035b913b423a2b,2,10:36:00,13:36:00
QQQ,20260206,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260206.parquet,13856,3e3f051a9604bf5ecbd63e1032694c0247830efd3d29297a6da83286f0569b67,2,10:36:00,13:36:00
QQQ,20260209,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260209.parquet,13317,77fb36f7fbdc1a3607666c9113b373b0ac411580d99593c647277b805a3e69f6,2,10:36:00,13:36:00
QQQ,20260210,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260210.parquet,13515,0febeb2862917862d37f936f344b3ce73408d18d9d8c1bd9fc2fdf44072a17d4,2,10:36:00,13:36:00
QQQ,20260211,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260211.parquet,13824,452913ec671c20519cd5b072206b0d886cc8f049e276a1257257ec1d01e37b74,2,10:36:00,13:36:00
QQQ,20260212,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260212.parquet,14092,7b5bd46d366e5edc778a01f443ea72c2a8bdf253aa2457e321638554374dd051,2,10:36:00,13:36:00
QQQ,20260213,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260213.parquet,13998,ab2bb487a04aabc3f23c102705912dd2137518215fdb29200a9f53c49ece39a2,2,10:36:00,13:36:00
QQQ,20260217,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260217.parquet,14363,2d6afad688716323b1bc52cb65fc2535fd525ea7cfc06baac798ea88b6698424,2,10:36:00,13:36:00
QQQ,20260218,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260218.parquet,13872,af79467724c2ff16fbb5b78281681f023db6fb570e7e63a650deff7c5d79f93f,2,10:36:00,13:36:00
QQQ,20260219,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260219.parquet,13386,9d860a3dae70b900f5e0bf0876420f8a18f574c4d34d5acf705561d2148cd6d6,2,10:36:00,13:36:00
QQQ,20260220,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260220.parquet,13952,edb33fba4eba392d7499a34af9a5c6f56bd744c3ff2d1dafe97087ca2016c95b,2,10:36:00,13:36:00
QQQ,20260223,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260223.parquet,13548,2add20c0ce0deabb2b179c2e9ea80be1f8b0f511976b8bfca2e605a92495d7e8,2,10:36:00,13:36:00
QQQ,20260224,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260224.parquet,12895,12c0543d6da85792bdfbbd185841fa2a3ff641fceebe2288511d3f1c6a7a17c7,2,10:36:00,13:36:00
QQQ,20260225,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260225.parquet,12428,b3f20eb4e2a492dff2cf4b5726dffe4f1b79a0a95ac1050cb84ffdb4791a93d3,2,10:36:00,13:36:00
QQQ,20260226,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260226.parquet,13935,d92ae4d7134d253cc7ae11019fd19c6019ee1b2327cc1df2b86062f69ff957d7,2,10:36:00,13:36:00
QQQ,20260227,D:\ThetaData\data_underlying_derived\QQQ\2026\02\QQQ_20260227.parquet,13036,8c1373e0c968712c164115c00c109bb1af11ed2b57cd5f347ac283f0edebdd03,2,10:36:00,13:36:00
QQQ,20260302,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260302.parquet,14063,ee7e674dc78c5faf15f3e2a0cb62cb6c90b56b4b8d1a402f3036b8ef116e38ae,2,10:36:00,13:36:00
QQQ,20260303,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260303.parquet,14370,db8c26bdc234b2711658a801647505926f875c04330012be2cc90792d2ea6597,2,10:36:00,13:36:00
QQQ,20260304,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260304.parquet,13286,e1ccbeaad370e099f38a249f46ba2f31c3d4175a58ea6487afb9950bc15f27b7,2,10:36:00,13:36:00
QQQ,20260305,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260305.parquet,14453,fb56ce32902ea5c1abc659e5a38a05e572eb8d2a4e2c79499a339821aeaa36f4,2,10:36:00,13:36:00
QQQ,20260306,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260306.parquet,13595,70fa07d86327ea09ba5fbaa942d06b6326d8ff68680ccf987457798e7f9f4f66,2,10:36:00,13:36:00
QQQ,20260309,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260309.parquet,14409,51eabaff9761f19117f0b6b8c5a3d9edb10b2563e6baf53133f52004cf791554,2,10:36:00,13:36:00
QQQ,20260311,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260311.parquet,13717,9dde378215362fadf49c2ce55ed2f897dbece2116a2f1e389f7e632591b2843d,2,10:36:00,13:36:00
QQQ,20260312,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260312.parquet,13285,d2a48acea8f87498db3d00b91a4b6eb0377c320de11dad651c634ddc571b67a3,2,10:36:00,13:36:00
QQQ,20260313,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260313.parquet,13811,eb805c3c9b038e04b0468e09a555bfaf0d4eb0166ba8eae525532b6730050a22,2,10:36:00,13:36:00
QQQ,20260316,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260316.parquet,12424,391249ce00ad144b8f5fbcbd083e85428ff3bb2191417a367f7c70708bf555a4,2,10:36:00,13:36:00
QQQ,20260317,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260317.parquet,12332,b738992def2660ac2f9ae7e0f4063232b87e848caf205c9a28ddbac110b91efb,2,10:36:00,13:36:00
QQQ,20260318,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260318.parquet,13835,a2b48a1c7a30f27a580fcd688eb1f02e0522e718f569b215d47d441e6124d63f,2,10:36:00,13:36:00
QQQ,20260319,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260319.parquet,13556,a3a81b0381a72a7de9c7b696070de253a59e3bd68aae90e4737944c25d0e281d,2,10:36:00,13:36:00
QQQ,20260320,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260320.parquet,14090,8ac7239301413f442934f02c8d536e09c097345657e11a624dfe837f1a1ffa55,2,10:36:00,13:36:00
QQQ,20260323,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260323.parquet,14216,9e5b79fbf1562eb38f5a73798be4afc66d93d720572c1a2d13366e3429920c46,2,10:36:00,13:36:00
QQQ,20260324,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260324.parquet,13562,7d4aac40188e08d52e77a23d41be94e6379c4f1f033fb0680eeb161f615a8c13,2,10:36:00,13:36:00
QQQ,20260325,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260325.parquet,13337,9b19e575085d853629192bad6792271d92cbb34590d15f348f53796bc1c2a309,2,10:36:00,13:36:00
QQQ,20260326,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260326.parquet,14423,a12938813120399682c3b0d722d9a7de86a72f9f12a707c445cd41517cabb823,2,10:36:00,13:36:00
QQQ,20260327,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260327.parquet,13887,9ed19725edc6a363c8e83cd28d828122b7030c41b92e75427d66bace5fca45d9,2,10:36:00,13:36:00
QQQ,20260330,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260330.parquet,14284,6f74b76085f816411d3e17fb11bee42e8664814412525688775df49cf845466c,2,10:36:00,13:36:00
QQQ,20260331,D:\ThetaData\data_underlying_derived\QQQ\2026\03\QQQ_20260331.parquet,14555,8313f46aa168a52f4dc4d24976647e51ad8f9abb6af8c17c7871ccc6069d1f0c,2,10:36:00,13:36:00
QQQ,20260402,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260402.parquet,13537,8122a4858264631938230a3b20ff6f00de903def4205a558cea39ef454c70aa9,2,10:36:00,13:36:00
QQQ,20260406,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260406.parquet,12731,5f646bb9c3650557beeec67ea5f2c1575da4e8d393df28a9ea2c81c2c6baddcf,2,10:36:00,13:36:00
QQQ,20260407,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260407.parquet,13928,f956d82416c266338d8916df0b503acff565c13db974a4dea50806050db11568,2,10:36:00,13:36:00
QQQ,20260408,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260408.parquet,13566,ccf1a2227a41b4d8230134847586adc5b6f5fefd9466619f793889cae8ab9450,2,10:36:00,13:36:00
QQQ,20260410,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260410.parquet,12832,badf4aec3b68240f0764c84f9caab714aae266362531881840680448ca37dfe5,2,10:36:00,13:36:00
QQQ,20260413,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260413.parquet,13708,22b4af0453bd862d036af4bf8ad2a87944f467899f9bef82dee6d35b23bcfefc,2,10:36:00,13:36:00
QQQ,20260414,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260414.parquet,13763,53b86480009a66d995847489759ac27489601584e2478aa39239b18c0a655893,2,10:36:00,13:36:00
QQQ,20260416,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260416.parquet,13921,13ce0d9645bcec043c3ba6e39b5941f239ecae93a464938e11ebcc292493b54e,2,10:36:00,13:36:00
QQQ,20260417,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260417.parquet,13228,4c42c519907cabc59776740abaccdb6e157092449add6ee9e95b38464624d37f,2,10:36:00,13:36:00
QQQ,20260420,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260420.parquet,12877,1eb1ed3350b7db045ca4f8a301d9946f8e29137904c74d2d6fd1629f3250e9e9,2,10:36:00,13:36:00
QQQ,20260421,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260421.parquet,13811,c19ba309a17cab8e05bdf2450623095cb2a7881c88b3189e99ac9cbbf9e4e9cf,2,10:36:00,13:36:00
QQQ,20260422,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260422.parquet,13019,e66a47729dfa237a31421c825f509b1a32415d52a65c14b3b70f3b13f65b53fc,2,10:36:00,13:36:00
QQQ,20260423,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260423.parquet,14056,c2c03bc1b588ed855147416771220e5aac4874df9b6e7f321900d2f9e484c6af,2,10:36:00,13:36:00
QQQ,20260424,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260424.parquet,13158,39a02125b8a323d44afe3b3fe25213d44a202dd2c38808a547b91cecbd116a60,2,10:36:00,13:36:00
QQQ,20260427,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260427.parquet,12513,a1dac6815360266d68196fd84ed950d4a7bf888d646c6351f5923994a32c8f5e,2,10:36:00,13:36:00
QQQ,20260428,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260428.parquet,13449,68e04d9342be0fa0419c50a6c354706de716410c854cef006a6e721d45978535,2,10:36:00,13:36:00
QQQ,20260429,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260429.parquet,13052,d647b44d4be1bac72f6140d2c259e2257fd7779b164e1b4585f2da100fcab961,2,10:36:00,13:36:00
QQQ,20260430,D:\ThetaData\data_underlying_derived\QQQ\2026\04\QQQ_20260430.parquet,14271,fc6c94e02539a37503b4a9db6c08a8e560dbdc1b3006340191fe0d7114db0dad,2,10:36:00,13:36:00
QQQ,20260501,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260501.parquet,12700,84a4c68806638c3af295494fc6455f18f8418f10f51fde220bef41726d58abaf,2,10:36:00,13:36:00
QQQ,20260504,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260504.parquet,13777,26c6c216bdc21e5ef03142baf4a442cace7065b46a589a1122268c0a04e5ef6c,2,10:36:00,13:36:00
QQQ,20260505,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260505.parquet,12634,dad430718dc1f5ec0b4f36b0e0a0886937d0d492f27c89fce4bec319f558ebe5,2,10:36:00,13:36:00
QQQ,20260506,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260506.parquet,13869,e069413a6de780a7264ded0efcc486ccd9019731000c88947c51f784cf350df1,2,10:36:00,13:36:00
QQQ,20260507,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260507.parquet,14197,50f9d2e771db820ede6b5b614c782918265b1c9cb0df32590c89171f3014320c,2,10:36:00,13:36:00
QQQ,20260508,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260508.parquet,13918,1dc86ff85d3bb5152e2745dfb305edc417a1bee8a164816ee5f6aa212a213d29,2,10:36:00,13:36:00
QQQ,20260511,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260511.parquet,12904,170586efdeb9f34d16dcd71eddf1fec95ee064252fe84145afa712360e7e0737,2,10:36:00,13:36:00
QQQ,20260512,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260512.parquet,14755,e1047d2e3de51e585b2d782f99b3cf30b9886c85b59d4907fd01bcbf04aad272,2,10:36:00,13:36:00
QQQ,20260513,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260513.parquet,14260,2816bcfe2c4438749f0c4945f8e217d75b11f9cec84523e8d9f59705a4249820,2,10:36:00,13:36:00
QQQ,20260514,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260514.parquet,13372,bc2dd28544879565efcfe17b3424096008b25d887c6552c2030a22806e4b4556,2,10:36:00,13:36:00
QQQ,20260515,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260515.parquet,13956,db21f2cea2a66153c09aaae1d8427b16513511acc50f504868323216b45df394,2,10:36:00,13:36:00
QQQ,20260518,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260518.parquet,14476,c3dffa4e7fae3a7614eb4cf4915b7961735a2a1dc45795bb2bf1ead779ac4a30,2,10:36:00,13:36:00
QQQ,20260519,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260519.parquet,14660,b9af0be1cc2c6cbe7dde39be28a163d21fcf825995e4d874c966e84eba1892a7,2,10:36:00,13:36:00
QQQ,20260520,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260520.parquet,13827,f47de7d52f02a636f04f2ad91a9d2203e45338133f2c38f47d85b66a8814e3b3,2,10:36:00,13:36:00
QQQ,20260521,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260521.parquet,14128,ef92154bfd6ad9cc58c08ae101c95eae2c375718553e3dd2d9d9c2ddbc9aad72,2,10:36:00,13:36:00
QQQ,20260522,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260522.parquet,13109,3cdfbbe73b20cc11823fc3e5d1f2a5f1e6f2bc3647414bfac56ceb66765278eb,2,10:36:00,13:36:00
QQQ,20260526,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260526.parquet,13436,e303a087feb111cc0e0fb5c57c7db9be43aceac278209d1b7f604ef3373d8cf7,2,10:36:00,13:36:00
QQQ,20260527,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260527.parquet,13454,ce404f45c0c20faaa879f9ad2987d253551d4bde29ac252e1c487a4e257cab93,2,10:36:00,13:36:00
QQQ,20260528,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260528.parquet,13325,1099171eb95cc03d33a49bef14b090ce5364c0fd6e2aaa6e2f91ab40f7f8a4b2,2,10:36:00,13:36:00
QQQ,20260529,D:\ThetaData\data_underlying_derived\QQQ\2026\05\QQQ_20260529.parquet,13022,0452fc5b65dab04b00466d487ee67ad01ef56d0629988fdf0fec64554efba016,2,10:36:00,13:36:00
QQQ,20260601,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260601.parquet,14282,69e4e7b832d5ef86c4a5c5bf40928777d1457ae595d18fa7e92bb6b95cb5bd66,2,10:36:00,13:36:00
QQQ,20260602,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260602.parquet,12999,d4810d9293be48dbb997aab6468796eef0f773b9cb1441becd4497589d1a29ea,2,10:36:00,13:36:00
QQQ,20260603,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260603.parquet,13539,58cbf0ff86085d3d2d4badfc33cb6fad7b8eb88940b235565948a3a1cd57d4ad,2,10:36:00,13:36:00
QQQ,20260604,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260604.parquet,14277,ea086cb14a0193c58926ca9db261c82741133503d7d4e8e6f39131d126e1e15a,2,10:36:00,13:36:00
QQQ,20260605,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260605.parquet,15128,99ee520db69e44773e60a4e24fd802d61b84bf78646ec3b24965cc44aaa0f186,2,10:36:00,13:36:00
QQQ,20260608,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260608.parquet,14209,e713a4f0124451ab14af9e4c4fd2c90d47f2486cc7b667a500223ee3132ddc21,2,10:36:00,13:36:00
QQQ,20260609,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260609.parquet,15409,feb7a6bbcbc92d7e9551943d41aec59f7d165d2f8fdf17c21e3a8635167a5d74,2,10:36:00,13:36:00
QQQ,20260610,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260610.parquet,14803,2fa2e113f86655fd63b7f5008e35d311813ea84ac9a92d86bd4eeb2cb5417cf5,2,10:36:00,13:36:00
QQQ,20260611,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260611.parquet,15003,27ff166340a6e309030943573b8c244134c6a755cb1340bdd75c63d616594dbb,2,10:36:00,13:36:00
QQQ,20260612,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260612.parquet,14177,7dc9153fed64a285b5bee3f85e1cd19481229ac295569309b171fea44f9d7821,2,10:36:00,13:36:00
QQQ,20260615,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260615.parquet,12911,99ca1d9eb4dc38e6b84c5862f94113f2e70f62786ac02bf68eefc0641eebb7cd,2,10:36:00,13:36:00
QQQ,20260616,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260616.parquet,14460,093042f03b849aa1643853959f10529b4296b95678c705ff9f30efe58ab2f3e0,2,10:36:00,13:36:00
QQQ,20260617,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260617.parquet,14020,40ce05344a5b93180d0611460601a31fc852494a2cbf49f007fd446b166cc2f1,2,10:36:00,13:36:00
QQQ,20260618,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260618.parquet,14013,a51b6e1cb7acce2936ccff1229d531075c0f0f79c435236eff9ccba8058305ab,2,10:36:00,13:36:00
QQQ,20260622,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260622.parquet,13861,393fabc70a4d3fd66bac0a9df901a87cf624baac098f1c9c1306e433f289c8f9,2,10:36:00,13:36:00
QQQ,20260623,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260623.parquet,14314,2977cd7ce25db601d69c96e91fe6f5a0fd81eba313fc46be7b455f062ca0c0d6,2,10:36:00,13:36:00
QQQ,20260624,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260624.parquet,14678,08ac84ec3deca4d487dac459addf9103dd14fc785e1c8d051a8b3c6d6b2223e4,2,10:36:00,13:36:00
QQQ,20260625,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260625.parquet,14240,0b10767165fd8c5a4d69791b352f24c2c2de3f6a1c2148aa43ce9aeeaddb10e7,2,10:36:00,13:36:00
QQQ,20260626,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260626.parquet,14305,6fc4d3a9b1fbfff5e94a72a1734711c72ace654adf78e761b12585d78d675b59,2,10:36:00,13:36:00
QQQ,20260629,D:\ThetaData\data_underlying_derived\QQQ\2026\06\QQQ_20260629.parquet,14457,e000a4ddf962751756829a16e0396ce61ac4ce3fddf5fa158d763285ac5aa5f1,2,10:36:00,13:36:00
QQQ,20260702,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260702.parquet,14760,d1d479c065f1a27312f5647c42b31b298d683cc72ff646964e5c9159f3b6b434,2,10:36:00,13:36:00
QQQ,20260706,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260706.parquet,13336,ad3ea605a42c1ece9245026b67ea2340023097589cf6a355265f308a72866c66,2,10:36:00,13:36:00
QQQ,20260708,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260708.parquet,14187,0d2b074328b377b0b6cb81822fb71f34da0e84cefc4975c192825e849975f5a1,2,10:36:00,13:36:00
QQQ,20260709,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260709.parquet,13733,3741f1bc45bee93259ef76bf94dbed264b84cd7e34e22b6a2986bb6c98453769,2,10:36:00,13:36:00
QQQ,20260713,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260713.parquet,14130,27dfd2c63f70b96c3f0f486fee779321f24ef0e52452ca20c2b07a5c25432f2d,2,10:36:00,13:36:00
QQQ,20260714,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260714.parquet,13390,90ea79ca3be82249c371abc815b6fdada456b06bacf123a683d7ec3e24fda8ae,2,10:36:00,13:36:00
QQQ,20260715,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260715.parquet,14397,7434d30c74765e4d4149b214ee4f36ef08d6e2a553020b0ede643bb132144ae6,2,10:36:00,13:36:00
QQQ,20260717,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260717.parquet,14525,dcb1e44e3bea69072882f6443ed8fb9076454e0750649775ad64678e555edc68,2,10:36:00,13:36:00
QQQ,20260720,D:\ThetaData\data_underlying_derived\QQQ\2026\07\QQQ_20260720.parquet,14276,8f06f2486c513ba98873a265f19cd212faecde369e15b6fbef71ce9169f9c44c,2,10:36:00,13:36:00
