cell_id,fold,ticker,horizon,target,arm,family,train_rows,test_rows,valid,roc_auc,average_precision,balanced_accuracy_05,brier,log_loss,spearman,ece_10,model_path,model_sha256,model_feature_hash,imputer_path,imputer_sha256
lr_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F0,lr,763,758,True,0.5291445035460993,0.3973080562729632,0.5175384160756501,0.26244570547334967,0.71988979738237,0.04900310847283094,0.15159234664389604,models/lr_2024_QQQ_60m_F0.joblib,6b14e1ea98c3fb5cd1350807cecb0de7c364f6ed3d4658d585e3e6f9d3504c1a,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F1,lr,763,758,True,0.5328014184397163,0.3930571830733158,0.5290189125295508,0.27054666997718635,0.7400438115591359,0.055151787482729885,0.1629190650015266,models/lr_2024_QQQ_60m_F1.joblib,bc46a7b4578f906ecf2a32a978ff4468ef0bd0c0d9c6598c43af1cf02e8f8173,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F0,lr,816,756,True,0.5128231252911039,0.43656153666350245,0.4975256171401956,0.2666731481484939,0.7295090261824554,0.021780563039988075,0.14379948390607164,models/lr_2024_QQQ_120m_F0.joblib,91cae44d52938ddb4764fef2dd251e3276b7934ed9e99ab14c1c47e45b1cb775,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F1,lr,816,756,True,0.4982824871914299,0.41550007989435367,0.48748253376804845,0.27790376688843027,0.7564950721020336,-0.002917260429873545,0.16148481193491365,models/lr_2024_QQQ_120m_F1.joblib,12ebb547ab25a4e9a33580f791bd9c06106439411557c772d542bd0a9c7f38cd,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F0,lr,655,598,True,0.5243087557603687,0.46126907598256633,0.5227649769585253,0.2577986334968318,0.7094443713123906,0.04148705804522301,0.14727484422764062,models/lr_2024_QQQ_180m_F0.joblib,3e0726d3402457b0521ba33339c1bff559cd014d8868c1fc6771d4920c5868e4,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F1,lr,655,598,True,0.4878917050691244,0.42371593000275565,0.4981451612903226,0.27488373797930693,0.7483930748515053,-0.02066488057134094,0.17290623188598914,models/lr_2024_QQQ_180m_F1.joblib,02facccbb4108c79f5a09b514da52145aef580ff619f2069554378a9a930a00e,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F0,lr,803,578,True,0.6136886059765236,0.4167938621350988,0.5886821452374151,0.2386361012957649,0.6712922267108405,0.18475069407212114,0.15193734749992652,models/lr_2024_SPY_30m_F0.joblib,96b82f4c2232825c85229d054bf29d976946cc1acaf564409ff21686c614768d,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F1,lr,803,578,True,0.5959657784850586,0.41459770740511964,0.5637368915003876,0.2422266776658295,0.6797124572243797,0.1559500534815877,0.1505513157455056,models/lr_2024_SPY_30m_F1.joblib,55a6b0deffbf1caba87ec949d6ba2525496a2329e067e39b50a5a44bf2fee0ef,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F0,lr,954,693,True,0.5583719741502062,0.40429761393527375,0.5505357990434117,0.2510489669649168,0.6962518881390498,0.09657846659835106,0.1403713418912472,models/lr_2024_SPY_60m_F0.joblib,1d600250b9c7c289212c4117ca033b3767b4620fcac97f6d365613fbe109d17e,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F1,lr,954,693,True,0.5374420387746905,0.3915568425395783,0.5419374566431779,0.25792854884479255,0.7126299495014117,0.06194915871562721,0.15312700523759096,models/lr_2024_SPY_60m_F1.joblib,8b18ae7870879822baeca0e746ff4e3098a53908e408992e4828ff7fddab09f4,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F0,lr,1023,798,True,0.501240175129744,0.41166096247479145,0.5101929961191354,0.2603609721087692,0.7149570002837919,0.0021044285677353112,0.12343084755481108,models/lr_2024_SPY_120m_F0.joblib,c88e169d84e14f47ca3eb37170af13cda228a8fabf91f0c8f8e7cf48053ff7ef,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F1,lr,1023,798,True,0.506344853764046,0.4068528649697709,0.48773241012820595,0.27040126013672594,0.7394092668515628,0.010766456445484877,0.14511250797880565,models/lr_2024_SPY_120m_F1.joblib,e2444b17295e89d44119b46403b6c94d1ad3864f3e23536c3fe3fa2b8afc42c0,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F0,lr,823,639,True,0.5359923344113068,0.4562408802805649,0.5217241585818662,0.2523445554548562,0.6987807012296771,0.06176012488394917,0.07519071676528716,models/lr_2024_SPY_180m_F0.joblib,5fc9022bea9f8769303faa19b2d8e780a36b2e33d1f35f8465444e8e8a7598dd,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F1,lr,823,639,True,0.5204016449075738,0.43846201986425715,0.5157653611210924,0.26368180643403044,0.7254355759911433,0.035007680328006684,0.09586162243512267,models/lr_2024_SPY_180m_F1.joblib,5262a1bb84e2694a831d78abbb747a2bb48a00e1282dd9e87b27e736a7668d11,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F0,lr,1186,451,True,0.6769046301420403,0.449646348807089,0.629473344401402,0.22761165226994687,0.6494990430627844,0.2829691210156362,0.1736864075322072,models/lr_2025_SPXW_30m_F0.joblib,e0f7a45c24c4e79834abdca065cc9a43f5c971d44f6b8ffa6cb788da1d6c1e71,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F1,lr,1186,451,True,0.6581811473897804,0.44752615673049234,0.5982406382586238,0.23618928322053379,0.6682057232021293,0.2530198344847842,0.18632826653555354,models/lr_2025_SPXW_30m_F1.joblib,b08c0fb7b89859164560a430f58e61c2c67fbc20ae17fd5dcd20f60b63c7b7d6,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F0,lr,1410,534,True,0.6170854271356784,0.4639910107142868,0.5747393684842121,0.23798250664051285,0.6690324490362309,0.19611098176332015,0.11228596943614076,models/lr_2025_SPXW_60m_F0.joblib,901cc26ef0eff2fea21e2f163c9a44a1398f41b8bd59e752d4e7f9c4aa39946c,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F1,lr,1410,534,True,0.5855246381159529,0.44819159896674193,0.561704042601065,0.24605507824745723,0.6872086925473616,0.14324857632740629,0.11702875108988511,models/lr_2025_SPXW_60m_F1.joblib,d3425f3b16464a33b1767fe6170622fc2aa420c32ccf9c7d01850182685f341c,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F0,lr,1584,593,True,0.574542294598005,0.4735045661293403,0.5500142846939504,0.244757879708694,0.6828058536442725,0.12621020073030306,0.10103116695366793,models/lr_2025_SPXW_120m_F0.joblib,f00f1ac930cbcb9964acf080121c17e078436402e42769fd49f9447f35c5aa12,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F1,lr,1584,593,True,0.56909030307359,0.4770886773983508,0.5790717329714544,0.24616760885676342,0.6856902876038001,0.11697924066411351,0.11082402654039845,models/lr_2025_SPXW_120m_F1.joblib,e77d8a4f9945e6f91b0231e315bb1c733efdef857d7d99fead2bd7e9f8aaef71,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F0,lr,1200,476,True,0.5707372931442081,0.47100113896446794,0.5586583924349882,0.24702686719242714,0.6872232465628543,0.1197865988943152,0.1102910573500831,models/lr_2025_SPXW_180m_F0.joblib,200ae6c4a496c64b77b575d77335d3473077de72ab50781c132c2f885a55a671,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F1,lr,1200,476,True,0.503232121749409,0.41240314585744525,0.5282579787234043,0.2595146854428837,0.7144140630838071,0.0054732780173642704,0.13307204655196203,models/lr_2025_SPXW_180m_F1.joblib,2595b49216635ddd2e34a4168efa6afbd71cd5141cd784a24f7c521ea5760bfe,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F0,lr,1360,487,True,0.6341445454880159,0.5068562018821197,0.6076083354810206,0.23720184139272574,0.6670581596257441,0.22239420746508684,0.14684057419148425,models/lr_2025_QQQ_30m_F0.joblib,85cc39b9bbbbd49b044c6ff485ad9bc4bd2a41734a253f1a9bf7d03f350a3903,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F1,lr,1360,487,True,0.6135083391627701,0.48401926044962434,0.6095504583778211,0.2350866755756411,0.663202143769834,0.18818206164810283,0.13420054247150173,models/lr_2025_QQQ_30m_F1.joblib,6516f3fcf24ebea1d3723624d66866364ca47eaafbb860e3740e92758d356dc8,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F0,lr,1521,553,True,0.5674919382778563,0.5172204439276507,0.543759827305919,0.24724328965671216,0.6877457264208288,0.11581955100485891,0.09672982796647252,models/lr_2025_QQQ_60m_F0.joblib,6d081af3f016c9fbed314ad23ab572b346f74ce1fae5409fc0eef194add743df,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F1,lr,1521,553,True,0.5473043200170562,0.5060173994675212,0.5408216294006343,0.2486888051489587,0.691381386610257,0.08117658560064149,0.07538566121127138,models/lr_2025_QQQ_60m_F1.joblib,67fcba711b879a7d07c2645082dfdad648c8a5a4113ff25be1ddf1b1094521e8,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F0,lr,1572,579,True,0.5660448213204119,0.5247653545774753,0.5586674742580254,0.24700259498877897,0.6870818037804092,0.11352983728160473,0.06724733428952749,models/lr_2025_QQQ_120m_F0.joblib,4a32c684c93cf5ed9f15d527693c4a19f66386a76304831d8b431e08daf769ce,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F1,lr,1572,579,True,0.559939430648092,0.5211551910224568,0.5520351302241066,0.24624151640962294,0.6858164167240679,0.10303478262461119,0.0638685165221654,models/lr_2025_QQQ_120m_F1.joblib,c7395f59e2211dfd7cecede030cc30d995d974b519e481e5a2ef916e46f99e92,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F0,lr,1253,462,True,0.584488996080796,0.515648658857216,0.558279318661441,0.24628919490930737,0.6858583210377395,0.14594275546017144,0.04332253580090552,models/lr_2025_QQQ_180m_F0.joblib,99dc1474d19b869816ba7865f5d945aa26e4ee74815d9184f78bd82f44064560,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F1,lr,1253,462,True,0.5707152547482665,0.5059257302728064,0.5878806150135665,0.24796506637351082,0.689681850836979,0.12215057119581255,0.07773968779481395,models/lr_2025_QQQ_180m_F1.joblib,da9bf5a70a00b6d9c9765e1c5da7e80b06cbabcf582c2902640aea498bcd0483,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F0,lr,1381,662,True,0.6891544757924069,0.465152983278839,0.6342520027864855,0.2214181329811438,0.634268753252579,0.3000138723627029,0.17495861784684677,models/lr_2025_SPY_30m_F0.joblib,bc64737c3b0ff26de7dc4177a9298e66bed0e4662b82b9227e0da3c3198bff27,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F1,lr,1381,662,True,0.6689089167537443,0.43922101862334423,0.6317920585161965,0.23125609447262185,0.6554782295998369,0.2679028237613318,0.18857794572399172,models/lr_2025_SPY_30m_F1.joblib,cae498e3ebe61881dc87e676bb64d2a6362a180e0e5cc20cb1c410163cfc5ea4,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F0,lr,1647,782,True,0.6033366533864541,0.442497712337126,0.5811183836084235,0.24335503533049577,0.6807062974474979,0.17162062999613004,0.1405310772426658,models/lr_2025_SPY_60m_F0.joblib,1f9fb530bf99e7e34b597784da4ecfef01479f9fbcd154f1b879f1cfda762e2b,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F1,lr,1647,782,True,0.5916050085372794,0.4348050034889085,0.5633964143426294,0.2479586410823072,0.6909987365158582,0.1521368145838327,0.14333594183155346,models/lr_2025_SPY_60m_F1.joblib,2027d2c501f2c23cb77e3c622fb786e4368caf6d834ad8e5fd97c4ba85bbe91b,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F0,lr,1821,818,True,0.5860442587715315,0.5203362250204837,0.5730360548542366,0.2458101768926753,0.684898027765889,0.14808755147761204,0.07025948165098982,models/lr_2025_SPY_120m_F0.joblib,128ac26362850b7784511afaab4868f3e029948c517a7d20c085775f06407a86,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F1,lr,1821,818,True,0.5817939636121454,0.5080373438989787,0.563748372839282,0.24823642054186584,0.6907132056861295,0.14077252764921366,0.06737122177320459,models/lr_2025_SPY_120m_F1.joblib,6ed588f1a8ac3ff1422b8025bb241500c658b2f8b8ff8a4e6999c0c76c5acffe,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lr_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F0,lr,1462,669,True,0.5960480786741941,0.5138423465514471,0.5731378619559279,0.24376612142835652,0.6808189813934366,0.16481411086193418,0.07078527552779196,models/lr_2025_SPY_180m_F0.joblib,e8b93dee15f63f170cc7ae41024753d3b76b8bb1bce3ebd91bdabb2ed3edf5e4,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,,
lr_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F1,lr,1462,669,True,0.5785285011837552,0.5172855521292425,0.531519759606629,0.2479818072760074,0.6900992719005673,0.13475131703387566,0.08104251885415559,models/lr_2025_SPY_180m_F1.joblib,6cc38ff70d3b2435ba3d01fe0d69b95757ef44fcfecd3fe8993fa6e6803ea28d,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,,
lgbm_sensitivity_2024_SPXW_30m,2024,SPXW,30,resolved_rejection_30m,F0,lgbm_sensitivity,712,474,True,0.6266241311558531,0.4099044662934793,0.5647751040500285,0.221587633046465,0.6324170819171335,0.2013315058741564,0.13289738553940492,models/lgbm_sensitivity_2024_SPXW_30m_F0.txt,5028e233e83288de292bf28122bc7d39df7bca625afc5b1bfbcec6fddc94f17d,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_30m_F0.txt.imputer.joblib,b9b2795bea2ba468a1881ee18485824d4b1d6231e2b64abc0ebd607984420517
lgbm_sensitivity_2024_SPXW_30m,2024,SPXW,30,resolved_rejection_30m,F1,lgbm_sensitivity,712,474,True,0.6488496397861956,0.4309815983322598,0.6099233093190797,0.21543233644700757,0.6197568532203092,0.23666991317867173,0.12810223624761644,models/lgbm_sensitivity_2024_SPXW_30m_F1.txt,155545cf4b2e840812ebe7e3891dfb35003803093dd131e78b88c30b74d0690c,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_30m_F1.txt.imputer.joblib,816952aeada227a7054f1412139bf84f8b7029d559a6dc9ad87b0d9e7f0738a9
lgbm_sensitivity_2024_SPXW_60m,2024,SPXW,60,resolved_rejection_60m,F0,lgbm_sensitivity,844,566,True,0.594378758192014,0.45563109963115256,0.5644483480845889,0.23753079164716392,0.6676896080500113,0.15713743504409325,0.10278113646148815,models/lgbm_sensitivity_2024_SPXW_60m_F0.txt,2a09753b59fcdebbe8550db99e52d34b69ef9b0aa8d85a589372fc48166469e5,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_60m_F0.txt.imputer.joblib,1334f0211b5f4616751c760c47793476c18cc34c23406ab8fa6967c0bc4d6c60
lgbm_sensitivity_2024_SPXW_60m,2024,SPXW,60,resolved_rejection_60m,F1,lgbm_sensitivity,844,566,True,0.5813931491115465,0.45202572857954415,0.5786298223093035,0.23739202936747358,0.6677441149666716,0.13551683584910815,0.09490718511571442,models/lgbm_sensitivity_2024_SPXW_60m_F1.txt,594cb4fdfb25a39efda4e83c148c1a29abcb39fdd1863884189969b179b51693,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_60m_F1.txt.imputer.joblib,7e97b639a802567cec31a04c33920600c47b22d3471f9bcd77e06112d8cded34
lgbm_sensitivity_2024_SPXW_120m,2024,SPXW,120,resolved_rejection_120m,F0,lgbm_sensitivity,922,662,True,0.5042424586395755,0.42837804711621025,0.5101828466566398,0.2609891454566401,0.7169544951391131,0.007218104433667173,0.12443327367592695,models/lgbm_sensitivity_2024_SPXW_120m_F0.txt,532183b4f1294b3397e28a200ce06bb42a67797eeebe74beec6e831ac255cf4e,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_120m_F0.txt.imputer.joblib,dda634b6fc32868e4d3dce0ad47427b84cd19df79c6af69aec984e82504e1bd1
lgbm_sensitivity_2024_SPXW_120m,2024,SPXW,120,resolved_rejection_120m,F1,lgbm_sensitivity,922,662,True,0.5511412544813038,0.45417831467258163,0.5375767378945675,0.2527674372846461,0.7002497330628148,0.08701155322323652,0.1063722254071594,models/lgbm_sensitivity_2024_SPXW_120m_F1.txt,560d89d6d2275804bdec5fd8bb172e9cfeba82b10521815cf5d98d99c642d433,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_120m_F1.txt.imputer.joblib,f534ae10746d8c71bc3b3a087ef40bdbabdb7376228016abb4a3b9039acde81d
lgbm_sensitivity_2024_SPXW_180m,2024,SPXW,180,resolved_rejection_180m,F0,lgbm_sensitivity,698,502,True,0.4705059876299512,0.3701146159852941,0.4896861429135413,0.2675755624031938,0.7307838869194204,-0.050181638944498175,0.1027101220661647,models/lgbm_sensitivity_2024_SPXW_180m_F0.txt,aaffc867aca61d5ba4fb31ffd05be50f8e1881e9a1629cc383cbf02052da3d48,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_180m_F0.txt.imputer.joblib,5a240c38c39bb86dcf37cfee105183523f49c15438a3a9cccb47e671f848dc11
lgbm_sensitivity_2024_SPXW_180m,2024,SPXW,180,resolved_rejection_180m,F1,lgbm_sensitivity,698,502,True,0.5428839320963285,0.4335036213030584,0.5252664824318989,0.26344946086466003,0.7234087763924997,0.07296348729966913,0.12037659348570319,models/lgbm_sensitivity_2024_SPXW_180m_F1.txt,f78c4950c0a8d49e180a88e77c81908c7a0d7c7fa0ede874468f58eb8d8646ea,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPXW_180m_F1.txt.imputer.joblib,7c97fff6905ad81bd7a7e63a7415447e7dabdd35c09c60745059e72138020363
lgbm_sensitivity_2024_QQQ_30m,2024,QQQ,30,resolved_rejection_30m,F0,lgbm_sensitivity,693,667,True,0.6146760343481655,0.44731436210480324,0.5812597580015613,0.23619510861270177,0.6654538117208256,0.190659083755179,0.1027690865840838,models/lgbm_sensitivity_2024_QQQ_30m_F0.txt,e195d6715bd6ae6c3b884664bb5687842d7fd110a474d263bf6cdb5eb6182ad5,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_30m_F0.txt.imputer.joblib,bfadc921eaa42dd721fac7517055a0d8ec1a53bd94a7e09e917c05f9ab263cb9
