fold,ticker,horizon,month,resolved_episodes,classes,both_classes
2024,SPY,30,202403,61,2,True
2024,SPY,30,202404,50,2,True
2024,SPY,30,202405,37,2,True
2024,SPY,30,202406,37,2,True
2024,SPY,30,202407,43,2,True
2024,SPY,30,202408,59,2,True
2024,SPY,30,202409,55,2,True
2024,SPY,30,202410,53,2,True
2024,SPY,30,202411,33,2,True
2024,SPY,30,202412,46,2,True
2024,SPY,60,202401,63,2,True
2024,SPY,60,202402,78,2,True
2024,SPY,60,202403,66,2,True
2024,SPY,60,202404,59,2,True
2024,SPY,60,202405,37,2,True
2024,SPY,60,202406,51,2,True
2024,SPY,60,202407,50,2,True
2024,SPY,60,202408,68,2,True
2024,SPY,60,202409,64,2,True
2024,SPY,60,202410,69,2,True
2024,SPY,60,202411,36,2,True
2024,SPY,60,202412,52,2,True
2024,SPY,120,202401,71,2,True
2024,SPY,120,202402,88,2,True
2024,SPY,120,202403,70,2,True
2024,SPY,120,202404,56,2,True
2024,SPY,120,202405,40,2,True
2024,SPY,120,202406,69,2,True
2024,SPY,120,202407,65,2,True
2024,SPY,120,202408,71,2,True
2024,SPY,120,202409,74,2,True
2024,SPY,120,202410,82,2,True
2024,SPY,120,202411,51,2,True
2024,SPY,120,202412,61,2,True
2024,SPY,180,202401,48,2,True
2024,SPY,180,202402,71,2,True
2024,SPY,180,202403,57,2,True
2024,SPY,180,202404,39,2,True
2024,SPY,180,202405,43,2,True
2024,SPY,180,202406,53,2,True
2024,SPY,180,202407,57,2,True
2024,SPY,180,202408,60,2,True
2024,SPY,180,202409,57,2,True
2024,SPY,180,202410,67,2,True
2024,SPY,180,202411,35,2,True
2024,SPY,180,202412,52,2,True
2025,SPXW,30,202501,48,2,True
2025,SPXW,30,202502,24,2,True
2025,SPXW,30,202503,29,2,True
2025,SPXW,30,202504,38,2,True
2025,SPXW,30,202505,28,2,True
2025,SPXW,30,202506,39,2,True
2025,SPXW,30,202507,38,2,True
2025,SPXW,30,202508,31,2,True
2025,SPXW,30,202509,50,2,True
2025,SPXW,30,202510,40,2,True
2025,SPXW,30,202511,38,2,True
2025,SPXW,30,202512,48,2,True
2025,SPXW,60,202501,51,2,True
2025,SPXW,60,202502,40,2,True
2025,SPXW,60,202503,33,2,True
2025,SPXW,60,202504,44,2,True
2025,SPXW,60,202505,35,2,True
2025,SPXW,60,202506,45,2,True
2025,SPXW,60,202507,40,2,True
2025,SPXW,60,202508,39,2,True
2025,SPXW,60,202509,59,2,True
2025,SPXW,60,202510,44,2,True
2025,SPXW,60,202511,45,2,True
2025,SPXW,60,202512,59,2,True
2025,SPXW,120,202501,55,2,True
2025,SPXW,120,202502,43,2,True
2025,SPXW,120,202503,27,2,True
2025,SPXW,120,202504,44,2,True
2025,SPXW,120,202505,37,2,True
2025,SPXW,120,202506,52,2,True
2025,SPXW,120,202507,59,2,True
2025,SPXW,120,202508,46,2,True
2025,SPXW,120,202509,70,2,True
2025,SPXW,120,202510,50,2,True
2025,SPXW,120,202511,45,2,True
2025,SPXW,120,202512,65,2,True
2025,SPXW,180,202501,43,2,True
2025,SPXW,180,202502,26,2,True
2025,SPXW,180,202503,22,2,True
2025,SPXW,180,202504,34,2,True
2025,SPXW,180,202505,31,2,True
2025,SPXW,180,202506,46,2,True
2025,SPXW,180,202507,46,2,True
2025,SPXW,180,202508,40,2,True
2025,SPXW,180,202509,59,2,True
2025,SPXW,180,202510,42,2,True
2025,SPXW,180,202511,37,2,True
2025,SPXW,180,202512,50,2,True
2025,QQQ,30,202501,37,2,True
2025,QQQ,30,202502,40,2,True
2025,QQQ,30,202503,50,2,True
2025,QQQ,30,202504,38,2,True
2025,QQQ,30,202505,35,2,True
2025,QQQ,30,202506,50,2,True
2025,QQQ,30,202507,45,2,True
2025,QQQ,30,202508,36,2,True
2025,QQQ,30,202509,35,2,True
2025,QQQ,30,202510,52,2,True
2025,QQQ,30,202511,34,2,True
2025,QQQ,30,202512,35,2,True
2025,QQQ,60,202501,41,2,True
2025,QQQ,60,202502,52,2,True
2025,QQQ,60,202503,50,2,True
2025,QQQ,60,202504,42,2,True
2025,QQQ,60,202505,41,2,True
2025,QQQ,60,202506,62,2,True
2025,QQQ,60,202507,51,2,True
2025,QQQ,60,202508,45,2,True
2025,QQQ,60,202509,41,2,True
2025,QQQ,60,202510,50,2,True
2025,QQQ,60,202511,37,2,True
2025,QQQ,60,202512,41,2,True
2025,QQQ,120,202501,45,2,True
2025,QQQ,120,202502,53,2,True
2025,QQQ,120,202503,49,2,True
2025,QQQ,120,202504,42,2,True
2025,QQQ,120,202505,39,2,True
2025,QQQ,120,202506,57,2,True
2025,QQQ,120,202507,59,2,True
2025,QQQ,120,202508,50,2,True
2025,QQQ,120,202509,44,2,True
2025,QQQ,120,202510,52,2,True
2025,QQQ,120,202511,43,2,True
2025,QQQ,120,202512,46,2,True
2025,QQQ,180,202501,30,2,True
2025,QQQ,180,202502,53,2,True
2025,QQQ,180,202503,38,2,True
2025,QQQ,180,202504,29,2,True
2025,QQQ,180,202505,28,2,True
2025,QQQ,180,202506,51,2,True
2025,QQQ,180,202507,52,2,True
2025,QQQ,180,202508,39,2,True
2025,QQQ,180,202509,40,2,True
2025,QQQ,180,202510,42,2,True
2025,QQQ,180,202511,26,2,True
2025,QQQ,180,202512,34,2,True
2025,SPY,30,202501,50,2,True
2025,SPY,30,202502,35,2,True
2025,SPY,30,202503,61,2,True
2025,SPY,30,202504,28,2,True
2025,SPY,30,202505,51,2,True
2025,SPY,30,202506,62,2,True
2025,SPY,30,202507,65,2,True
2025,SPY,30,202508,54,2,True
2025,SPY,30,202509,64,2,True
2025,SPY,30,202510,63,2,True
2025,SPY,30,202511,48,2,True
2025,SPY,30,202512,81,2,True
2025,SPY,60,202501,57,2,True
2025,SPY,60,202502,39,2,True
2025,SPY,60,202503,67,2,True
2025,SPY,60,202504,30,2,True
2025,SPY,60,202505,51,2,True
2025,SPY,60,202506,73,2,True
2025,SPY,60,202507,72,2,True
2025,SPY,60,202508,64,2,True
2025,SPY,60,202509,89,2,True
2025,SPY,60,202510,79,2,True
2025,SPY,60,202511,68,2,True
2025,SPY,60,202512,93,2,True
2025,SPY,120,202501,54,2,True
2025,SPY,120,202502,43,2,True
2025,SPY,120,202503,66,2,True
2025,SPY,120,202504,28,2,True
2025,SPY,120,202505,59,2,True
2025,SPY,120,202506,77,2,True
2025,SPY,120,202507,82,2,True
2025,SPY,120,202508,65,2,True
2025,SPY,120,202509,96,2,True
2025,SPY,120,202510,83,2,True
2025,SPY,120,202511,67,2,True
2025,SPY,120,202512,98,2,True
2025,SPY,180,202501,33,2,True
2025,SPY,180,202502,37,2,True
2025,SPY,180,202503,50,2,True
2025,SPY,180,202504,18,2,True
2025,SPY,180,202505,45,2,True
2025,SPY,180,202506,66,2,True
2025,SPY,180,202507,70,2,True
2025,SPY,180,202508,60,2,True
2025,SPY,180,202509,86,2,True
2025,SPY,180,202510,69,2,True
2025,SPY,180,202511,53,2,True
2025,SPY,180,202512,82,2,True
