ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,monthly_backfill_role,backfill_min_month_trades,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,runtime_replay_role,event_delta_bucket,event_delta_target
SPY,20250404,202504,10:00,600,zero_dte,CALL,-0.2182506993618831,-0.2182506993618831,-0.3000000119209289,-0.3,0.5,-0.3,thr-999.000_maxday3,202504,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1695,1,fallback,18,4,3,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20250404,202504,10:45,645,zero_dte,CALL,0.3900979364345589,0.3900979364345589,0.2197863629383901,0.5,0.5,0.5,thr0.388_maxday1,202504,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,561,0,primary,18,4,4,18,False,primary,primary,25,0.25
QQQ,20250407,202504,10:00,600,zero_dte,CALL,0.5165306468872546,0.5165306468872546,0.2275100925299361,-0.3,0.5,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,747,0,primary,18,5,4,18,False,primary,primary,25,0.25
SPXW,20250407,202504,10:00,600,zero_dte,CALL,0.512930517697471,0.512930517697471,0.2330015921205601,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,636,0,primary,18,5,4,18,False,primary,primary,25,0.25
SPY,20250407,202504,10:00,600,zero_dte,CALL,0.4958046293675414,0.4958046293675414,0.2242812800120017,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,562,0,primary,18,5,5,18,False,primary,primary,25,0.25
QQQ,20250408,202504,10:00,600,zero_dte,CALL,0.4666354057666117,0.4666354057666117,0.267298240723909,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,748,0,primary,18,5,5,18,False,primary,primary,25,0.25
SPXW,20250408,202504,10:00,600,zero_dte,CALL,0.494381784015069,0.494381784015069,0.3072171214760553,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,637,0,primary,18,5,5,18,False,primary,primary,25,0.25
SPY,20250408,202504,10:00,600,zero_dte,CALL,0.4845010609796886,0.4845010609796886,0.291864125435522,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,563,0,primary,18,5,6,18,False,primary,primary,25,0.25
QQQ,20250409,202504,10:00,600,zero_dte,PUT,0.4749762727907041,0.3840135371695041,0.4749762727907041,-0.3,0.5,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,749,0,primary,18,6,6,18,False,primary,primary,25,0.25
SPXW,20250409,202504,10:00,600,zero_dte,PUT,0.4935638172043252,0.3742680731367933,0.4935638172043252,-0.3,0.5,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,638,0,primary,18,6,6,18,False,primary,primary,25,0.25
SPY,20250409,202504,10:00,600,zero_dte,PUT,0.5230825395137438,0.3921027890402518,0.5230825395137438,-0.3,0.5,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,564,0,primary,18,6,7,18,False,primary,primary,25,0.25
QQQ,20250410,202504,10:00,600,zero_dte,CALL,0.4752766982260635,0.4752766982260635,0.4722687270480068,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,750,0,primary,18,7,7,18,False,primary,primary,25,0.25
SPXW,20250410,202504,10:00,600,zero_dte,PUT,0.4787382159233761,0.4212165916012868,0.4787382159233761,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,639,0,primary,18,7,7,18,False,primary,primary,25,0.25
SPY,20250410,202504,10:00,600,zero_dte,PUT,0.4378533399552155,0.3103961546716291,0.4378533399552155,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,565,0,primary,18,7,8,18,False,primary,primary,25,0.25
QQQ,20250411,202504,10:00,600,zero_dte,CALL,0.4404945588998042,0.4404945588998042,0.3001514700350716,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,751,0,primary,18,8,8,18,False,primary,primary,25,0.25
SPXW,20250411,202504,10:00,600,zero_dte,CALL,0.4260654584037355,0.4260654584037355,0.3494231610805932,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,640,0,primary,18,8,8,18,False,primary,primary,25,0.25
SPY,20250411,202504,10:00,600,zero_dte,CALL,0.4090715884053657,0.4090715884053657,0.2867390539361731,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,566,0,primary,18,8,9,18,False,primary,primary,25,0.25
QQQ,20250414,202504,10:00,600,zero_dte,CALL,0.5832386618148964,0.5832386618148964,0.220719590425218,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,752,0,primary,18,9,9,18,False,primary,primary,25,0.25
SPXW,20250414,202504,10:00,600,zero_dte,CALL,0.5769865593083014,0.5769865593083014,0.2619723072252825,0.5,-0.3,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,641,0,primary,18,9,9,18,False,primary,primary,25,0.25
SPY,20250414,202504,10:00,600,zero_dte,CALL,0.5609345050259268,0.5609345050259268,0.1854856870399111,0.5,-0.3,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,567,0,primary,18,9,10,18,False,primary,primary,25,0.25
QQQ,20250415,202504,10:00,600,zero_dte,CALL,0.4917477286439979,0.4917477286439979,0.3150157662497513,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,753,0,primary,18,9,10,18,False,primary,primary,25,0.25
SPXW,20250415,202504,10:45,645,zero_dte,CALL,0.409500087824196,0.409500087824196,0.3084465122213249,-0.3,0.5,-0.3,thr0.404_maxday1,202504,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,642,0,primary,18,9,10,18,False,primary,primary,25,0.25
SPY,20250415,202504,10:45,645,zero_dte,CALL,0.4140071680974061,0.4140071680974061,0.2913732642762998,-0.3,0.5,-0.3,thr0.388_maxday1,202504,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,568,0,primary,18,9,11,18,False,primary,primary,25,0.25
QQQ,20250416,202504,10:00,600,zero_dte,CALL,0.4204614609328124,0.4204614609328124,0.2621421289491324,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,754,0,primary,18,10,11,18,False,primary,primary,25,0.25
SPXW,20250416,202504,10:00,600,zero_dte,CALL,0.4506808172683005,0.4506808172683005,0.2708752776766859,0.5,-0.3,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,643,0,primary,18,10,11,18,False,primary,primary,25,0.25
SPY,20250416,202504,10:00,600,zero_dte,CALL,0.4211970823207597,0.4211970823207597,0.2417376958601786,0.5,-0.3,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,569,0,primary,18,10,12,18,False,primary,primary,25,0.25
QQQ,20250417,202504,10:00,600,zero_dte,PUT,0.4183403563897511,0.2416830106344212,0.4183403563897511,-0.3,0.5,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,755,0,primary,18,11,12,18,False,primary,primary,25,0.25
SPXW,20250417,202504,10:00,600,zero_dte,PUT,0.645474479289192,0.2064742000864697,0.645474479289192,-0.3,0.5,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,644,0,primary,18,11,12,18,False,primary,primary,25,0.25
SPY,20250417,202504,10:00,600,zero_dte,PUT,0.6575694267289036,0.1997770861103785,0.6575694267289036,-0.3,0.5,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,570,0,primary,18,11,13,18,False,primary,primary,25,0.25
QQQ,20250421,202504,10:00,600,zero_dte,PUT,0.6262902966527512,0.290572691556663,0.6262902966527512,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,756,0,primary,18,13,13,18,False,primary,primary,25,0.25
SPXW,20250421,202504,10:00,600,zero_dte,PUT,0.6336150745616657,0.2464841846748825,0.6336150745616657,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,645,0,primary,18,13,13,18,False,primary,primary,25,0.25
SPY,20250421,202504,10:00,600,zero_dte,PUT,0.6314651911982175,0.2331194731786014,0.6314651911982175,-0.3,0.5,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,571,0,primary,18,13,14,18,False,primary,primary,25,0.25
QQQ,20250422,202504,10:15,615,zero_dte,CALL,0.4171966172909953,0.4171966172909953,0.3534507092874261,0.5,-0.3,0.5,thr0.373_maxday1,202504,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,757,0,primary,18,14,14,18,False,primary,primary,25,0.25
SPY,20250422,202504,10:15,615,zero_dte,PUT,0.3926009846369621,0.3531459109481476,0.3926009846369621,0.5,-0.3,-0.3,thr0.388_maxday1,202504,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,572,0,primary,18,14,15,18,False,primary,primary,25,0.25
SPXW,20250422,202504,14:00,840,zero_dte,CALL,0.4452491839375264,0.4452491839375264,0.2652845971327573,0.5,-0.3,0.5,thr0.404_maxday1,202504,840,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,646,0,primary,18,14,14,18,False,primary,primary,25,0.25
QQQ,20250423,202504,10:00,600,zero_dte,CALL,0.4329927893178529,0.4329927893178529,0.2748452592555864,-0.3,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,758,0,primary,18,14,15,18,False,primary,primary,25,0.25
SPXW,20250423,202504,10:00,600,zero_dte,CALL,0.4253079315830421,0.4253079315830421,0.2754912082311884,-0.3,-0.3,-0.3,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,647,0,primary,18,14,15,18,False,primary,primary,25,0.25
SPY,20250423,202504,10:00,600,zero_dte,CALL,0.4180174839078956,0.4180174839078956,0.2632164730199966,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,573,0,primary,18,14,16,18,False,primary,primary,25,0.25
QQQ,20250424,202504,10:00,600,zero_dte,CALL,0.5002818686837902,0.5002818686837902,0.1841249341093329,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,759,0,primary,18,15,16,18,False,primary,primary,25,0.25
SPXW,20250424,202504,10:00,600,zero_dte,CALL,0.5935479404780251,0.5935479404780251,0.1628467508468071,0.5,-0.3,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,648,0,primary,18,15,16,18,False,primary,primary,25,0.25
SPY,20250424,202504,10:00,600,zero_dte,CALL,0.5768210111234132,0.5768210111234132,0.1596011484733053,0.5,-0.3,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,574,0,primary,18,15,17,18,False,primary,primary,25,0.25
QQQ,20250425,202504,10:00,600,zero_dte,CALL,0.4088395178856499,0.4088395178856499,0.385406247718395,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,760,0,primary,18,16,17,18,False,primary,primary,25,0.25
SPY,20250425,202504,10:00,600,zero_dte,PUT,0.3919538294957223,0.2779065235094154,0.3919538294957223,-0.3,-0.3,-0.3,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,575,0,primary,18,16,18,18,False,primary,primary,25,0.25
SPXW,20250425,202504,10:15,615,zero_dte,PUT,0.4765475576253095,0.2236546161375905,0.4765475576253095,-0.3,0.5,0.5,thr0.404_maxday1,202504,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,649,0,primary,18,16,17,18,False,primary,primary,25,0.25
QQQ,20250428,202504,10:00,600,zero_dte,CALL,0.5686152309081501,0.5686152309081501,0.1897023234295714,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,761,0,primary,18,17,18,18,False,primary,primary,25,0.25
SPXW,20250428,202504,10:00,600,zero_dte,CALL,0.5560422226926954,0.5560422226926954,0.2010800664839432,0.5,-0.3,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,650,0,primary,18,17,18,18,False,primary,primary,25,0.25
SPY,20250428,202504,10:00,600,zero_dte,CALL,0.5531254233232007,0.5531254233232007,0.1872780560876127,0.5,-0.3,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,576,0,primary,18,17,19,18,False,primary,primary,25,0.25
QQQ,20250429,202504,10:00,600,zero_dte,CALL,0.6045557263399205,0.6045557263399205,0.2756169158946263,0.5,-0.3,0.5,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,762,0,primary,18,18,19,18,False,primary,primary,25,0.25
SPXW,20250429,202504,10:00,600,zero_dte,CALL,0.5772557578660354,0.5772557578660354,0.2064821017700722,0.5,-0.3,0.5,thr0.404_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,651,0,primary,18,18,19,18,False,primary,primary,25,0.25
SPY,20250429,202504,10:00,600,zero_dte,CALL,0.5668711042371971,0.5668711042371971,0.2619680605346557,0.5,-0.3,0.5,thr0.388_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,577,0,primary,18,18,20,18,False,primary,primary,25,0.25
QQQ,20250430,202504,10:00,600,zero_dte,PUT,0.403484548541436,0.2455377914026822,0.403484548541436,0.5,-0.3,-0.3,thr0.373_maxday1,202504,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,763,0,primary,18,18,20,18,False,primary,primary,25,0.25
SPXW,20250430,202504,10:15,615,zero_dte,CALL,0.5273919333952547,0.5273919333952547,0.29607032539214,0.5,-0.3,0.5,thr0.404_maxday1,202504,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,652,0,primary,18,18,20,18,False,primary,primary,25,0.25
SPY,20250430,202504,10:15,615,zero_dte,CALL,0.5321227030520164,0.5321227030520164,0.2957465655019914,0.5,-0.3,0.5,thr0.388_maxday1,202504,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,578,0,primary,18,18,21,18,False,primary,primary,25,0.25
QQQ,20250501,202505,10:00,600,zero_dte,PUT,-0.1630874981086176,-0.1882689894910018,-0.1630874981086176,0.5,-0.3,-0.3,thr-999.000_maxday3,202505,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1749,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20250501,202505,10:00,600,zero_dte,PUT,-0.1297857848635805,-0.1882520200645942,-0.1297857848635805,0.5,-0.3,-0.3,thr-999.000_maxday3,202505,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1749,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20250501,202505,10:00,600,zero_dte,PUT,-0.1132610147076631,-0.1881274135202719,-0.1132610147076631,0.5,-0.3,-0.3,thr-999.000_maxday3,202505,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1749,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20250501,202505,10:30,630,zero_dte,PUT,0.4463588626178263,0.2631461060085494,0.4463588626178263,0.5,-0.3,-0.3,thr0.424_maxday1,202505,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,579,0,primary,18,1,1,18,False,primary,primary,25,0.25
