ticker,test_month,arm,status,valid_inner,trade_threshold,side_margin
SPXW,202512,C0,completed,False,0.5,0.0
SPXW,202512,P1,completed,False,0.5,0.0
QQQ,202304,C0,completed,False,0.5,0.0
QQQ,202304,P1,completed,False,0.5,0.0
QQQ,202305,C0,completed,False,0.5,0.0
QQQ,202305,P1,completed,False,0.5,0.0
QQQ,202306,C0,completed,False,0.5,0.0
QQQ,202306,P1,completed,False,0.5,0.0
QQQ,202307,C0,completed,False,0.5,0.0
QQQ,202307,P1,completed,False,0.5,0.0
QQQ,202308,C0,completed,False,0.5,0.0
QQQ,202308,P1,completed,False,0.5,0.0
QQQ,202309,C0,completed,False,0.5,0.0
QQQ,202309,P1,completed,False,0.5,0.0
QQQ,202310,C0,completed,False,0.5,0.0
QQQ,202310,P1,completed,False,0.5,0.0
QQQ,202311,C0,completed,False,0.5,0.0
QQQ,202311,P1,completed,False,0.5,0.0
QQQ,202312,C0,completed,False,0.5,0.0
QQQ,202312,P1,completed,False,0.5,0.0
QQQ,202401,C0,completed,False,0.5,0.0
QQQ,202401,P1,completed,False,0.5,0.0
QQQ,202402,C0,completed,False,0.5,0.0
QQQ,202402,P1,completed,False,0.5,0.0
QQQ,202403,C0,completed,False,0.5,0.0
QQQ,202403,P1,completed,False,0.5,0.0
QQQ,202404,C0,completed,False,0.5,0.0
QQQ,202404,P1,completed,False,0.5,0.0
QQQ,202405,C0,completed,False,0.5,0.0
QQQ,202405,P1,completed,False,0.5,0.0
QQQ,202406,C0,completed,False,0.5,0.0
QQQ,202406,P1,completed,False,0.5,0.0
QQQ,202407,C0,completed,False,0.5,0.0
QQQ,202407,P1,completed,False,0.5,0.0
QQQ,202408,C0,completed,False,0.5,0.0
QQQ,202408,P1,completed,False,0.5,0.0
QQQ,202409,C0,completed,False,0.5,0.0
QQQ,202409,P1,completed,False,0.5,0.0
QQQ,202410,C0,completed,False,0.5,0.0
QQQ,202410,P1,completed,False,0.5,0.0
QQQ,202411,C0,completed,False,0.5,0.0
QQQ,202411,P1,completed,False,0.5,0.0
QQQ,202412,C0,completed,False,0.5,0.0
QQQ,202412,P1,completed,False,0.5,0.0
QQQ,202501,C0,completed,False,0.5,0.0
QQQ,202501,P1,completed,False,0.5,0.0
QQQ,202502,C0,completed,False,0.5,0.0
QQQ,202502,P1,completed,False,0.5,0.0
QQQ,202503,C0,completed,False,0.5,0.0
QQQ,202503,P1,completed,False,0.5,0.0
QQQ,202504,C0,completed,False,0.5,0.0
QQQ,202504,P1,completed,False,0.5,0.0
QQQ,202505,C0,completed,False,0.5,0.0
QQQ,202505,P1,completed,False,0.5,0.0
QQQ,202506,C0,completed,False,0.5,0.0
QQQ,202506,P1,completed,False,0.5,0.0
QQQ,202507,C0,completed,False,0.5,0.0
QQQ,202507,P1,completed,False,0.5,0.0
QQQ,202508,C0,completed,False,0.5,0.0
QQQ,202508,P1,completed,False,0.5,0.0
QQQ,202509,C0,completed,False,0.5,0.0
QQQ,202509,P1,completed,False,0.5,0.0
QQQ,202510,C0,completed,False,0.5,0.0
QQQ,202510,P1,completed,False,0.5,0.0
QQQ,202511,C0,completed,False,0.5,0.0
QQQ,202511,P1,completed,False,0.5,0.0
QQQ,202512,C0,completed,False,0.5,0.0
QQQ,202512,P1,completed,False,0.5,0.0
SPY,202304,C0,completed,False,0.5,0.0
SPY,202304,P1,completed,False,0.5,0.0
SPY,202305,C0,completed,False,0.5,0.0
SPY,202305,P1,completed,False,0.5,0.0
SPY,202306,C0,completed,False,0.5,0.0
SPY,202306,P1,completed,False,0.5,0.0
SPY,202307,C0,completed,False,0.5,0.0
SPY,202307,P1,completed,False,0.5,0.0
SPY,202308,C0,completed,False,0.5,0.0
SPY,202308,P1,completed,False,0.5,0.0
SPY,202309,C0,completed,False,0.5,0.0
SPY,202309,P1,completed,False,0.5,0.0
SPY,202310,C0,completed,False,0.5,0.0
SPY,202310,P1,completed,False,0.5,0.0
SPY,202311,C0,completed,False,0.5,0.0
SPY,202311,P1,completed,False,0.5,0.0
SPY,202312,C0,completed,False,0.5,0.0
SPY,202312,P1,completed,False,0.5,0.0
SPY,202401,C0,completed,False,0.5,0.0
SPY,202401,P1,completed,False,0.5,0.0
SPY,202402,C0,completed,False,0.5,0.0
SPY,202402,P1,completed,False,0.5,0.0
SPY,202403,C0,completed,False,0.5,0.0
SPY,202403,P1,completed,False,0.5,0.0
SPY,202404,C0,completed,False,0.5,0.0
SPY,202404,P1,completed,False,0.5,0.0
SPY,202405,C0,completed,False,0.5,0.0
SPY,202405,P1,completed,False,0.5,0.0
SPY,202406,C0,completed,False,0.5,0.0
SPY,202406,P1,completed,False,0.5,0.0
SPY,202407,C0,completed,False,0.5,0.0
SPY,202407,P1,completed,False,0.5,0.0
SPY,202408,C0,completed,False,0.5,0.0
SPY,202408,P1,completed,False,0.5,0.0
SPY,202409,C0,completed,True,0.6,0.1
SPY,202409,P1,completed,False,0.5,0.0
SPY,202410,C0,completed,True,0.6,0.3
SPY,202410,P1,completed,True,0.9,0.1
SPY,202411,C0,completed,False,0.5,0.0
SPY,202411,P1,completed,False,0.5,0.0
SPY,202412,C0,completed,False,0.5,0.0
SPY,202412,P1,completed,False,0.5,0.0
SPY,202501,C0,completed,False,0.5,0.0
SPY,202501,P1,completed,False,0.5,0.0
SPY,202502,C0,completed,True,0.6,0.1
SPY,202502,P1,completed,False,0.5,0.0
SPY,202503,C0,completed,False,0.5,0.0
SPY,202503,P1,completed,False,0.5,0.0
SPY,202504,C0,completed,False,0.5,0.0
SPY,202504,P1,completed,False,0.5,0.0
SPY,202505,C0,completed,False,0.5,0.0
SPY,202505,P1,completed,False,0.5,0.0
SPY,202506,C0,completed,False,0.5,0.0
SPY,202506,P1,completed,False,0.5,0.0
SPY,202507,C0,completed,False,0.5,0.0
SPY,202507,P1,completed,False,0.5,0.0
SPY,202508,C0,completed,False,0.5,0.0
SPY,202508,P1,completed,False,0.5,0.0
SPY,202509,C0,completed,False,0.5,0.0
SPY,202509,P1,completed,False,0.5,0.0
SPY,202510,C0,completed,False,0.5,0.0
SPY,202510,P1,completed,False,0.5,0.0
SPY,202511,C0,completed,False,0.5,0.0
SPY,202511,P1,completed,False,0.5,0.0
SPY,202512,C0,completed,False,0.5,0.0
SPY,202512,P1,completed,False,0.5,0.0
